h2_co_molar_ratio,space_time_multiple_of_experiment1,catalyst_space_time_kg_s_mol_co,co_feed_mol_h,h2_feed_mol_h,n2_feed_mol_h,total_feed_mol_h,inlet_pressure_bar_abs,outlet_co_conversion_pct,outlet_ch4_yield_pct,peak_temperature_c,outlet_pressure_bar_abs,pressure_drop_pa,status,terminal_event,solver_function_evaluations,message
2.6,0.2871745887492587,10.07982806509898,1.114304721019039,2.897192274649502,2.7822796002944132,6.793776595962954,2.0,76.57916528667575,56.7974923663827,350.0,1.9999998118182944,0.018818170559825376,completed,,142,The solver successfully reached the end of the integration interval.
2.8,0.2871745887492587,10.07982806509898,1.114304721019039,3.120053218853309,2.7822796002944132,7.016637540166761,2.0,78.5859203544138,59.086536400495724,350.0,1.999999804914757,0.01950852430309169,completed,,138,The solver successfully reached the end of the integration interval.
2.9968749999999997,0.2871745887492587,10.07982806509898,1.114304721019039,3.3394319608039327,2.7822796002944132,7.236016282117385,2.0,80.13156255488187,61.04802953170785,350.0,1.9999997979294302,0.020207056979415938,completed,,135,The solver successfully reached the end of the integration interval.
3.0,0.2871745887492587,10.07982806509898,1.114304721019039,3.3429141630571175,2.7822796002944132,7.23949848437057,2.0,80.15303260570347,61.076979287083454,350.0,1.9999997978171251,0.02021828747820109,completed,,135,The solver successfully reached the end of the integration interval.
3.2,0.2871745887492587,10.07982806509898,1.114304721019039,3.5657751072609254,2.7822796002944132,7.462359428574378,2.0,81.35063237405414,62.79753955129886,350.0,1.9999997905425568,0.020945744327036664,completed,,134,The solver successfully reached the end of the integration interval.
3.4000000000000004,0.2871745887492587,10.07982806509898,1.114304721019039,3.7886360514647333,2.7822796002944132,7.685220372778185,2.0,82.24151012325711,64.27671643902514,350.0,1.99999978310714,0.02168928598985076,completed,,129,The solver successfully reached the end of the integration interval.
3.6,0.2871745887492587,10.07982806509898,1.114304721019039,4.011496995668541,2.7822796002944132,7.908081316981993,2.0,82.87968063864537,65.5415282667048,350.0,1.9999997755255607,0.022447443916462362,completed,,130,The solver successfully reached the end of the integration interval.
3.8000000000000003,0.2871745887492587,10.07982806509898,1.114304721019039,4.234357939872349,2.7822796002944132,8.130942261185801,2.0,83.31038163819528,66.61679663817782,350.0,1.999999767810954,0.023218904592795298,completed,,129,The solver successfully reached the end of the integration interval.
4.0,0.2871745887492587,10.07982806509898,1.114304721019039,4.457218884076156,2.7822796002944132,8.353803205389609,2.0,83.57078642221711,67.52486395548746,350.0,1.9999997599749002,0.024002509977435693,completed,,125,The solver successfully reached the end of the integration interval.
4.2,0.2871745887492587,10.07982806509898,1.114304721019039,4.680079828279965,2.7822796002944132,8.576664149593416,2.0,83.69115898285753,68.28555753196196,350.0,1.9999997520275052,0.02479724946897477,completed,,122,The solver successfully reached the end of the integration interval.
4.4,0.2871745887492587,10.07982806509898,1.114304721019039,4.902940772483772,2.7822796002944132,8.799525093797225,2.0,83.69602391112072,68.91633635848274,350.0,1.9999997439775459,0.025602245412301272,completed,,122,The solver successfully reached the end of the integration interval.
4.6,0.2871745887492587,10.07982806509898,1.114304721019039,5.12580171668758,2.7822796002944132,9.02238603800103,2.0,83.60526056244723,69.43247083681337,350.0,1.9999997358325823,0.026416741777211428,completed,,120,The solver successfully reached the end of the integration interval.
4.800000000000001,0.2871745887492587,10.07982806509898,1.114304721019039,5.348662660891389,2.7822796002944132,9.24524698220484,2.0,83.43502107773605,69.8473343843668,350.0,1.999999727599144,0.02724008561926894,completed,,119,The solver successfully reached the end of the integration interval.
5.0,0.2871745887492587,10.07982806509898,1.114304721019039,5.571523605095195,2.7822796002944132,9.468107926408647,2.0,83.19850580568573,70.17260438888387,350.0,1.9999997192828574,0.028071714274119586,completed,,118,The solver successfully reached the end of the integration interval.
