inlet_temperature_c,inlet_pressure_bar_abs,outlet_co_conversion_pct,outlet_methane_yield_pct,peak_temperature_c,outlet_pressure_bar_abs,status,terminal_event,solver_function_evaluations,message
325.0,3.8,96.32500229811436,87.63048602678005,521.5126394795653,3.724156704243638,completed,,553,The solver successfully reached the end of the integration interval.
332.5,3.8,95.91574428450743,86.89722903800359,527.5143727426413,3.723411213784506,completed,,542,The solver successfully reached the end of the integration interval.
340.0,3.8,95.46938561109845,86.13332797794726,533.3487830245672,3.72270132663267,completed,,554,The solver successfully reached the end of the integration interval.
347.5,3.8,94.98519702150561,85.34111652535928,539.0362490597613,3.7220207945111183,completed,,537,The solver successfully reached the end of the integration interval.
350.0,3.8,94.81528647474174,85.07111999770216,540.90094604954,3.721799587928278,completed,,537,The solver successfully reached the end of the integration interval.
355.0,3.8,94.46257791497021,84.52266520922522,544.5917763898127,3.721364672353691,completed,,526,The solver successfully reached the end of the integration interval.
362.5,3.8,93.90106784349157,83.67980539465272,550.0315112099979,3.7207290123338135,completed,,549,The solver successfully reached the end of the integration interval.
370.0,3.8,93.30035270700087,82.81415511585611,555.3664716956858,3.7201106366635948,completed,,541,The solver successfully reached the end of the integration interval.
377.5,3.8,92.66027019281186,81.92714865960978,560.6113191397139,3.719506966504899,completed,,538,The solver successfully reached the end of the integration interval.
385.0,3.8,91.9808125769793,81.02006518888938,565.7726187880239,3.718915891992253,completed,,527,The solver successfully reached the end of the integration interval.
392.5,3.8,91.26212547509367,80.09405553204438,570.8587412095901,3.7183356724050105,completed,,549,The solver successfully reached the end of the integration interval.
400.0,3.8,90.50450711949519,79.15016612121023,575.8740253745199,3.7177648594869837,completed,,536,The solver successfully reached the end of the integration interval.
250.0,4.5,98.07636400083582,89.0571874748684,455.6731886230822,4.445210842843458,completed,,496,The solver successfully reached the end of the integration interval.
257.5,4.5,98.33514546073837,90.75946117954308,463.30194326077265,4.443785105148306,completed,,533,The solver successfully reached the end of the integration interval.
265.0,4.5,98.45757490718391,91.81372236056392,470.7285631649312,4.442507350134654,completed,,563,The solver successfully reached the end of the integration interval.
272.5,4.5,98.46426188383941,92.290554095618,478.1454743552413,4.441361711731853,completed,,558,The solver successfully reached the end of the integration interval.
280.0,4.5,98.37493605054934,92.29213996570608,485.45367134941216,4.440334197227958,completed,,591,The solver successfully reached the end of the integration interval.
287.5,4.5,98.21373873029243,91.97175015463674,492.5872443535302,4.439410221503029,completed,,579,The solver successfully reached the end of the integration interval.
295.0,4.5,98.003413294137,91.48128085152175,499.51165300374566,4.438573458485986,completed,,599,The solver successfully reached the end of the integration interval.
302.5,4.5,97.75758659551914,90.91269538583934,506.2169597308513,4.437807413103037,completed,,605,The solver successfully reached the end of the integration interval.
310.0,4.5,97.48047176412312,90.29947601058593,512.7094993977589,4.437097733058715,completed,,607,The solver successfully reached the end of the integration interval.
317.5,4.5,97.17193753706006,89.65012005928388,519.003729718257,4.43643306806903,completed,,587,The solver successfully reached the end of the integration interval.
325.0,4.5,96.83092912617552,88.96780137708272,525.1185137094947,4.4358046864328955,completed,,576,The solver successfully reached the end of the integration interval.
332.5,4.5,96.45636789967793,88.25496135565545,531.0726100589469,4.4352058426308645,completed,,569,The solver successfully reached the end of the integration interval.
340.0,4.5,96.04726577932203,87.51377775602171,536.8822588336284,4.434631274919412,completed,,551,The solver successfully reached the end of the integration interval.
347.5,4.5,95.6027470072627,86.74619250899194,542.5631398090252,4.434076842202219,completed,,541,The solver successfully reached the end of the integration interval.
350.0,4.5,95.4465690579853,86.48476698297341,544.4305217741771,4.433895917164007,completed,,540,The solver successfully reached the end of the integration interval.
355.0,4.5,95.12205507036927,85.95392596730498,548.1286398583691,4.433539257965395,completed,,536,The solver successfully reached the end of the integration interval.
362.5,4.5,94.60456735563004,85.13850060656453,553.5906902140404,4.433015892812299,completed,,574,The solver successfully reached the end of the integration interval.
370.0,4.5,94.04979940956663,84.30126421610812,558.9571794575046,4.432504625918521,completed,,555,The solver successfully reached the end of the integration interval.
377.5,4.5,93.45741247436617,83.4434170425468,564.2429345016815,4.432003732415483,completed,,551,The solver successfully reached the end of the integration interval.
