panel,x_species,x_feed_mol_h,y_species,y_feed_mol_h,fixed_species,fixed_feed_mol_h,co_feed_mol_h,h2_feed_mol_h,n2_feed_mol_h,total_feed_mol_h,co_conversion_pct,status,solver_message
H2_vs_CO_at_fixed_N2,CO,0.35555555555555557,H2,0.7,N2,0.799,0.35555555555555557,0.7,0.799,1.8545555555555555,61.51253110520031,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.36444444444444446,H2,0.7,N2,0.799,0.36444444444444446,0.7,0.799,1.8634444444444445,60.48717984769992,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.37333333333333335,H2,0.7,N2,0.799,0.37333333333333335,0.7,0.799,1.8723333333333334,59.486829827170354,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.38222222222222224,H2,0.7,N2,0.799,0.38222222222222224,0.7,0.799,1.8812222222222221,58.51099221629704,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.39111111111111113,H2,0.7,N2,0.799,0.39111111111111113,0.7,0.799,1.890111111111111,57.55920168351031,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.4,H2,0.7,N2,0.799,0.4,0.7,0.799,1.899,56.63100245805549,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.24,H2,0.7555555555555555,N2,0.799,0.24,0.7555555555555555,0.799,1.7945555555555557,80.03073164518801,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.24888888888888888,H2,0.7555555555555555,N2,0.799,0.24888888888888888,0.7555555555555555,0.799,1.8034444444444444,78.7892180088741,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.2577777777777778,H2,0.7555555555555555,N2,0.799,0.2577777777777778,0.7555555555555555,0.799,1.8123333333333334,77.55306711634655,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.26666666666666666,H2,0.7555555555555555,N2,0.799,0.26666666666666666,0.7555555555555555,0.799,1.8212222222222223,76.32551323430668,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.27555555555555555,H2,0.7555555555555555,N2,0.799,0.27555555555555555,0.7555555555555555,0.799,1.830111111111111,75.10936692436704,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.28444444444444444,H2,0.7555555555555555,N2,0.799,0.28444444444444444,0.7555555555555555,0.799,1.839,73.90698211854377,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.29333333333333333,H2,0.7555555555555555,N2,0.799,0.29333333333333333,0.7555555555555555,0.799,1.847888888888889,72.7203457656538,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3022222222222222,H2,0.7555555555555555,N2,0.799,0.3022222222222222,0.7555555555555555,0.799,1.8567777777777779,71.55104664526407,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3111111111111111,H2,0.7555555555555555,N2,0.799,0.3111111111111111,0.7555555555555555,0.799,1.8656666666666668,70.4003832715697,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.32,H2,0.7555555555555555,N2,0.799,0.32,0.7555555555555555,0.799,1.8745555555555555,69.26937190904812,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3288888888888889,H2,0.7555555555555555,N2,0.799,0.3288888888888889,0.7555555555555555,0.799,1.8834444444444445,68.15881563302617,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3377777777777778,H2,0.7555555555555555,N2,0.799,0.3377777777777778,0.7555555555555555,0.799,1.8923333333333334,67.0692702682629,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3466666666666667,H2,0.7555555555555555,N2,0.799,0.3466666666666667,0.7555555555555555,0.799,1.9012222222222221,66.00112671857035,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.35555555555555557,H2,0.7555555555555555,N2,0.799,0.35555555555555557,0.7555555555555555,0.799,1.910111111111111,64.95464452904284,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.36444444444444446,H2,0.7555555555555555,N2,0.799,0.36444444444444446,0.7555555555555555,0.799,1.919,63.92993127902291,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.37333333333333335,H2,0.7555555555555555,N2,0.799,0.37333333333333335,0.7555555555555555,0.799,1.927888888888889,62.92699845629591,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.38222222222222224,H2,0.7555555555555555,N2,0.799,0.38222222222222224,0.7555555555555555,0.799,1.936777777777778,61.94573423367412,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.39111111111111113,H2,0.7555555555555555,N2,0.799,0.39111111111111113,0.7555555555555555,0.799,1.9456666666666667,60.985982155828154,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.4,H2,0.7555555555555555,N2,0.799,0.4,0.7555555555555555,0.799,1.9545555555555556,60.04751345925854,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.24,H2,0.8111111111111111,N2,0.799,0.24,0.8111111111111111,0.799,1.850111111111111,82.49206450563953,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.24888888888888888,H2,0.8111111111111111,N2,0.799,0.24888888888888888,0.8111111111111111,0.799,1.859,81.34560636682457,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.2577777777777778,H2,0.8111111111111111,N2,0.799,0.2577777777777778,0.8111111111111111,0.799,1.867888888888889,80.19578429630857,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.26666666666666666,H2,0.8111111111111111,N2,0.799,0.26666666666666666,0.8111111111111111,0.799,1.8767777777777779,79.04611920962668,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.27555555555555555,H2,0.8111111111111111,N2,0.799,0.27555555555555555,0.8111111111111111,0.799,1.8856666666666668,77.89973352819226,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.28444444444444444,H2,0.8111111111111111,N2,0.799,0.28444444444444444,0.8111111111111111,0.799,1.8945555555555555,76.75938653004731,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.29333333333333333,H2,0.8111111111111111,N2,0.799,0.29333333333333333,0.8111111111111111,0.799,1.9034444444444445,75.62747430641515,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3022222222222222,H2,0.8111111111111111,N2,0.799,0.3022222222222222,0.8111111111111111,0.799,1.9123333333333334,74.50606743262705,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3111111111111111,H2,0.8111111111111111,N2,0.799,0.3111111111111111,0.8111111111111111,0.799,1.9212222222222222,73.39689383015046,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.32,H2,0.8111111111111111,N2,0.799,0.32,0.8111111111111111,0.799,1.930111111111111,72.30144283076153,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3288888888888889,H2,0.8111111111111111,N2,0.799,0.3288888888888889,0.8111111111111111,0.799,1.939,71.22095924371557,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3377777777777778,H2,0.8111111111111111,N2,0.799,0.3377777777777778,0.8111111111111111,0.799,1.947888888888889,70.15643837989455,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3466666666666667,H2,0.8111111111111111,N2,0.799,0.3466666666666667,0.8111111111111111,0.799,1.956777777777778,69.10868088191138,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.35555555555555557,H2,0.8111111111111111,N2,0.799,0.35555555555555557,0.8111111111111111,0.799,1.9656666666666667,68.078313564041,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.36444444444444446,H2,0.8111111111111111,N2,0.799,0.36444444444444446,0.8111111111111111,0.799,1.9745555555555556,67.06583581628641,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.37333333333333335,H2,0.8111111111111111,N2,0.799,0.37333333333333335,0.8111111111111111,0.799,1.9834444444444446,66.0715834396424,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.38222222222222224,H2,0.8111111111111111,N2,0.799,0.38222222222222224,0.8111111111111111,0.799,1.9923333333333333,65.0957794437963,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.39111111111111113,H2,0.8111111111111111,N2,0.799,0.39111111111111113,0.8111111111111111,0.799,2.0012222222222222,64.13854968398243,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.4,H2,0.8111111111111111,N2,0.799,0.4,0.8111111111111111,0.799,2.010111111111111,63.19994920393529,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.24,H2,0.8666666666666667,N2,0.799,0.24,0.8666666666666667,0.799,1.9056666666666668,84.53521195230424,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.24888888888888888,H2,0.8666666666666667,N2,0.799,0.24888888888888888,0.8666666666666667,0.799,1.9145555555555556,83.48646321261845,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.2577777777777778,H2,0.8666666666666667,N2,0.799,0.2577777777777778,0.8666666666666667,0.799,1.9234444444444445,82.42746264372973,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.26666666666666666,H2,0.8666666666666667,N2,0.799,0.26666666666666666,0.8666666666666667,0.799,1.9323333333333335,81.36164466437936,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.27555555555555555,H2,0.8666666666666667,N2,0.799,0.27555555555555555,0.8666666666666667,0.799,1.9412222222222222,80.29227021433223,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.28444444444444444,H2,0.8666666666666667,N2,0.799,0.28444444444444444,0.8666666666666667,0.799,1.9501111111111111,79.22212845955634,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.29333333333333333,H2,0.8666666666666667,N2,0.799,0.29333333333333333,0.8666666666666667,0.799,1.959,78.1538759431291,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3022222222222222,H2,0.8666666666666667,N2,0.799,0.3022222222222222,0.8666666666666667,0.799,1.967888888888889,77.08983375575673,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3111111111111111,H2,0.8666666666666667,N2,0.799,0.3111111111111111,0.8666666666666667,0.799,1.976777777777778,76.03206561272671,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.32,H2,0.8666666666666667,N2,0.799,0.32,0.8666666666666667,0.799,1.9856666666666667,74.98233536919774,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3288888888888889,H2,0.8666666666666667,N2,0.799,0.3288888888888889,0.8666666666666667,0.799,1.9945555555555556,73.9422152657425,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3377777777777778,H2,0.8666666666666667,N2,0.799,0.3377777777777778,0.8666666666666667,0.799,2.0034444444444444,72.91301092834918,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3466666666666667,H2,0.8666666666666667,N2,0.799,0.3466666666666667,0.8666666666666667,0.799,2.0123333333333333,71.89594903357406,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.35555555555555557,H2,0.8666666666666667,N2,0.799,0.35555555555555557,0.8666666666666667,0.799,2.0212222222222223,70.8919027163616,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.36444444444444446,H2,0.8666666666666667,N2,0.799,0.36444444444444446,0.8666666666666667,0.799,2.030111111111111,69.9016863298873,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.37333333333333335,H2,0.8666666666666667,N2,0.799,0.37333333333333335,0.8666666666666667,0.799,2.039,68.92596138162283,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.38222222222222224,H2,0.8666666666666667,N2,0.799,0.38222222222222224,0.8666666666666667,0.799,2.047888888888889,67.96523217901513,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.39111111111111113,H2,0.8666666666666667,N2,0.799,0.39111111111111113,0.8666666666666667,0.799,2.056777777777778,67.01989673054781,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.4,H2,0.8666666666666667,N2,0.799,0.4,0.8666666666666667,0.799,2.065666666666667,66.09025082260703,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.24,H2,0.9222222222222223,N2,0.799,0.24,0.9222222222222223,0.799,1.9612222222222222,86.21800795955919,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.24888888888888888,H2,0.9222222222222223,N2,0.799,0.24888888888888888,0.9222222222222223,0.799,1.9701111111111111,85.26494194761321,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.2577777777777778,H2,0.9222222222222223,N2,0.799,0.2577777777777778,0.9222222222222223,0.799,1.979,84.29661476469971,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.26666666666666666,H2,0.9222222222222223,N2,0.799,0.26666666666666666,0.9222222222222223,0.799,1.987888888888889,83.31616300629533,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.27555555555555555,H2,0.9222222222222223,N2,0.799,0.27555555555555555,0.9222222222222223,0.799,1.996777777777778,82.32661939805936,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.28444444444444444,H2,0.9222222222222223,N2,0.799,0.28444444444444444,0.9222222222222223,0.799,2.005666666666667,81.330838835907,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.29333333333333333,H2,0.9222222222222223,N2,0.799,0.29333333333333333,0.9222222222222223,0.799,2.014555555555556,80.3314056512919,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3022222222222222,H2,0.9222222222222223,N2,0.799,0.3022222222222222,0.9222222222222223,0.799,2.0234444444444444,79.3307255139785,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3111111111111111,H2,0.9222222222222223,N2,0.799,0.3111111111111111,0.9222222222222223,0.799,2.0323333333333333,78.3309940293721,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.32,H2,0.9222222222222223,N2,0.799,0.32,0.9222222222222223,0.799,2.0412222222222223,77.33416446538571,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3288888888888889,H2,0.9222222222222223,N2,0.799,0.3288888888888889,0.9222222222222223,0.799,2.050111111111111,76.34199180892367,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3377777777777778,H2,0.9222222222222223,N2,0.799,0.3377777777777778,0.9222222222222223,0.799,2.059,75.35604962853384,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3466666666666667,H2,0.9222222222222223,N2,0.799,0.3466666666666667,0.9222222222222223,0.799,2.067888888888889,74.37775960158892,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.35555555555555557,H2,0.9222222222222223,N2,0.799,0.35555555555555557,0.9222222222222223,0.799,2.076777777777778,73.40818950789227,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.36444444444444446,H2,0.9222222222222223,N2,0.799,0.36444444444444446,0.9222222222222223,0.799,2.0856666666666666,72.44847103294643,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.37333333333333335,H2,0.9222222222222223,N2,0.799,0.37333333333333335,0.9222222222222223,0.799,2.0945555555555555,71.49936751778279,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.38222222222222224,H2,0.9222222222222223,N2,0.799,0.38222222222222224,0.9222222222222223,0.799,2.1034444444444444,70.56186031187202,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.39111111111111113,H2,0.9222222222222223,N2,0.799,0.39111111111111113,0.9222222222222223,0.799,2.1123333333333334,69.63647980438697,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.4,H2,0.9222222222222223,N2,0.799,0.4,0.9222222222222223,0.799,2.1212222222222223,68.72372333467221,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.24,H2,0.959,N2,0.799,0.24,0.959,0.799,1.998,87.16066395411248,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.24888888888888888,H2,0.959,N2,0.799,0.24888888888888888,0.959,0.799,2.0068888888888887,86.26822031615266,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.2577777777777778,H2,0.959,N2,0.799,0.2577777777777778,0.959,0.799,2.0157777777777777,85.35809999128415,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.26666666666666666,H2,0.959,N2,0.799,0.26666666666666666,0.959,0.799,2.0246666666666666,84.43323389410605,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.27555555555555555,H2,0.959,N2,0.799,0.27555555555555555,0.959,0.799,2.0335555555555556,83.49648998855483,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.28444444444444444,H2,0.959,N2,0.799,0.28444444444444444,0.959,0.799,2.0424444444444445,82.5505117043829,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.29333333333333333,H2,0.959,N2,0.799,0.29333333333333333,0.959,0.799,2.0513333333333335,81.59783872455922,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3022222222222222,H2,0.959,N2,0.799,0.3022222222222222,0.959,0.799,2.0602222222222224,80.64087380550872,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3111111111111111,H2,0.959,N2,0.799,0.3111111111111111,0.959,0.799,2.069111111111111,79.68177225365088,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.32,H2,0.959,N2,0.799,0.32,0.959,0.799,2.078,78.72253717049591,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3288888888888889,H2,0.959,N2,0.799,0.3288888888888889,0.959,0.799,2.086888888888889,77.76501770286983,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3377777777777778,H2,0.959,N2,0.799,0.3377777777777778,0.959,0.799,2.0957777777777777,76.81084366368529,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3466666666666667,H2,0.959,N2,0.799,0.3466666666666667,0.959,0.799,2.1046666666666667,75.86148934738517,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.35555555555555557,H2,0.959,N2,0.799,0.35555555555555557,0.959,0.799,2.1135555555555556,74.91826972332754,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.36444444444444446,H2,0.959,N2,0.799,0.36444444444444446,0.959,0.799,2.1224444444444446,73.98235100756469,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.37333333333333335,H2,0.959,N2,0.799,0.37333333333333335,0.959,0.799,2.1313333333333335,73.05468246692412,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.38222222222222224,H2,0.959,N2,0.799,0.38222222222222224,0.959,0.799,2.1402222222222225,72.13626944309154,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.39111111111111113,H2,0.959,N2,0.799,0.39111111111111113,0.959,0.799,2.149111111111111,71.22781417534894,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.4,H2,0.959,N2,0.799,0.4,0.959,0.799,2.158,70.32997368562876,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.24,H2,0.9777777777777776,N2,0.799,0.24,0.9777777777777776,0.799,2.0167777777777776,87.59515611088838,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.24888888888888888,H2,0.9777777777777776,N2,0.799,0.24888888888888888,0.9777777777777776,0.799,2.0256666666666665,86.73251157989273,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.2577777777777778,H2,0.9777777777777776,N2,0.799,0.2577777777777778,0.9777777777777776,0.799,2.0345555555555555,85.8512917103582,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.26666666666666666,H2,0.9777777777777776,N2,0.799,0.26666666666666666,0.9777777777777776,0.799,2.0434444444444444,84.95423299074544,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.27555555555555555,H2,0.9777777777777776,N2,0.799,0.27555555555555555,0.9777777777777776,0.799,2.0523333333333333,84.0440685235982,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.28444444444444444,H2,0.9777777777777776,N2,0.799,0.28444444444444444,0.9777777777777776,0.799,2.0612222222222223,83.12336971420814,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.29333333333333333,H2,0.9777777777777776,N2,0.799,0.29333333333333333,0.9777777777777776,0.799,2.0701111111111112,82.19464375306518,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3022222222222222,H2,0.9777777777777776,N2,0.799,0.3022222222222222,0.9777777777777776,0.799,2.0789999999999997,81.26018889744313,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3111111111111111,H2,0.9777777777777776,N2,0.799,0.3111111111111111,0.9777777777777776,0.799,2.0878888888888887,80.32222790636835,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.32,H2,0.9777777777777776,N2,0.799,0.32,0.9777777777777776,0.799,2.0967777777777776,79.382699485317,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3288888888888889,H2,0.9777777777777776,N2,0.799,0.3288888888888889,0.9777777777777776,0.799,2.1056666666666666,78.44347255732859,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3377777777777778,H2,0.9777777777777776,N2,0.799,0.3377777777777778,0.9777777777777776,0.799,2.1145555555555555,77.50622304335484,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3466666666666667,H2,0.9777777777777776,N2,0.799,0.3466666666666667,0.9777777777777776,0.799,2.1234444444444445,76.57246330013955,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.35555555555555557,H2,0.9777777777777776,N2,0.799,0.35555555555555557,0.9777777777777776,0.799,2.1323333333333334,75.64354407082365,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.36444444444444446,H2,0.9777777777777776,N2,0.799,0.36444444444444446,0.9777777777777776,0.799,2.141222222222222,74.72066734665165,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.37333333333333335,H2,0.9777777777777776,N2,0.799,0.37333333333333335,0.9777777777777776,0.799,2.150111111111111,73.8049551508044,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.38222222222222224,H2,0.9777777777777776,N2,0.799,0.38222222222222224,0.9777777777777776,0.799,2.159,72.89722478421227,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.39111111111111113,H2,0.9777777777777776,N2,0.799,0.39111111111111113,0.9777777777777776,0.799,2.1678888888888888,71.99834821365032,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.4,H2,0.9777777777777776,N2,0.799,0.4,0.9777777777777776,0.799,2.1767777777777777,71.10912015186985,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.24,H2,1.0333333333333332,N2,0.799,0.24,1.0333333333333332,0.799,2.0723333333333334,88.71633702170598,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.24888888888888888,H2,1.0333333333333332,N2,0.799,0.24888888888888888,1.0333333333333332,0.799,2.0812222222222223,87.93685853560198,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.2577777777777778,H2,1.0333333333333332,N2,0.799,0.2577777777777778,1.0333333333333332,0.799,2.090111111111111,87.13693143895999,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.26666666666666666,H2,1.0333333333333332,N2,0.799,0.26666666666666666,1.0333333333333332,0.799,2.0989999999999998,86.3188481763413,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.27555555555555555,H2,1.0333333333333332,N2,0.799,0.27555555555555555,1.0333333333333332,0.799,2.1078888888888887,85.48493598736083,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.28444444444444444,H2,1.0333333333333332,N2,0.799,0.28444444444444444,1.0333333333333332,0.799,2.1167777777777776,84.63749616234591,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.29333333333333333,H2,1.0333333333333332,N2,0.799,0.29333333333333333,1.0333333333333332,0.799,2.1256666666666666,83.7787278375666,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3022222222222222,H2,1.0333333333333332,N2,0.799,0.3022222222222222,1.0333333333333332,0.799,2.1345555555555555,82.91076721144802,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3111111111111111,H2,1.0333333333333332,N2,0.799,0.3111111111111111,1.0333333333333332,0.799,2.1434444444444445,82.03572122138466,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.32,H2,1.0333333333333332,N2,0.799,0.32,1.0333333333333332,0.799,2.1523333333333334,81.15548451362626,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3288888888888889,H2,1.0333333333333332,N2,0.799,0.3288888888888889,1.0333333333333332,0.799,2.1612222222222224,80.27186370501535,completed,The solver successfully reached the end of the integration interval.
H2_vs_CO_at_fixed_N2,CO,0.3377777777777778,H2,1.0333333333333332,N2,0.799,0.3377777777777778,1.0333333333333332,0.799,2.170111111111111,79.38655954662465,completed,The solver successfully reached the end of the integration interval.
