catalyst_mass_kg,bed_length_m,temperature_k,pressure_bar,co_conversion,methane_yield,flow_CO_mol_s,flow_H2_mol_s,flow_CH4_mol_s,flow_H2O_mol_s,flow_CO2_mol_s,flow_N2_mol_s,concentration_CO_mol_m3,concentration_H2_mol_m3,concentration_CH4_mol_m3,concentration_H2O_mol_m3,concentration_CO2_mol_m3,concentration_N2_mol_m3,intrinsic_r1_co2_methanation_mol_kg_s,intrinsic_r2_co_methanation_mol_kg_s,intrinsic_wgs_mol_kg_s
0.0,0.0,623.15,5.0,0.0,0.0,0.0016666666666666668,0.006666666666666667,0.0,0.0,0.0,0.041666666666666664,3.216784483209663,12.867137932838652,0.0,0.0,0.0,80.41961208024156,0.0,0.10660725929781877,-0.0
0.00028958332430422,0.0007620000000000001,627.5160526783714,4.999878182180249,0.019171847787420333,0.019048220188267937,0.0016347135870209662,0.006571631611719235,3.174703364711323e-05,3.154098764852581e-05,2.0604599895701786e-07,0.041666666666666664,3.1370679008365707,12.611172225476155,0.060923577678601716,0.06052816878655087,0.00039540889276010893,79.95967218518057,0.0,0.11271792352326641,0.0014755295772245747
0.00057916664860844,0.0015240000000000002,632.1471371203462,4.999755645649657,0.039724844888568187,0.039192093342773,0.0016004585918523865,0.006471594119190737,6.532015557128835e-05,6.443223632829636e-05,8.879192433733823e-07,0.041666666666666664,3.0528612696438513,12.344511216916587,0.12459764600338345,0.12290394753389394,0.001693698470217019,79.47881535291809,0.0,0.11921867182447879,0.003296777961169798
0.00086874997291266,0.0022860000000000007,637.0620503555917,4.999632348638755,0.06179193902503864,0.060498779581745384,0.0015636801016249357,0.006366328034492115,0.00010083129930290898,9.867603356408683e-05,2.155265739110027e-06,0.041666666666666664,2.963843143231025,12.066916802855609,0.19111847413767485,0.1870333229771461,0.004085151161074374,78.97616921323069,0.0,0.12609992523625663,0.005531012116588667
0.00115833329721688,0.0030480000000000004,642.2795069226883,4.999508246703673,0.08551535901077091,0.08303231741430667,0.001524141068315382,0.006255643482252049,0.00013838719569051112,0.00013424879302973737,4.138402660867448e-06,0.041666666666666664,2.8696895088550893,11.77827620116445,0.26055874478330143,0.25276686058969017,0.007791884193787686,78.45100344580004,0.0,0.13333431417791972,0.008253477415867681
0.0014479166215210998,0.0038100000000000005,647.8173563966617,4.999383292837029,0.11104414895902717,0.1068499597715148,0.0014815930850682882,0.006139407183119057,0.00017808326628585802,0.00017109295097333726,6.9903153122557e-06,0.041666666666666664,2.7700863183374627,11.478649577982463,0.33295648071991746,0.31988691593642216,0.013069564782999704,77.90280909602188,0.0,0.1408698318184379,0.011544868335463648
0.00173749994582532,0.004572000000000001,653.6914633695496,4.999257437728124,0.13852972029674876,0.13199718957574277,0.0014357837995054188,0.006017568269988968,0.0002199953159595713,0.00020910776475789453,1.0887551200802098e-05,0.041666666666666664,2.6647481646460247,11.168327716616455,0.4083011067793966,0.38809431652855825,0.02020679024921503,77.33140154190646,0.0,0.1486214975210797,0.015486040096910476
0.0020270832701295397,0.005334,659.9141650268901,4.999130630229418,0.16811858928354798,0.15850117519530554,0.0013864690178607534,0.0058901898141711945,0.00026416862532550926,0.0002481396018451052,1.602902347905652e-05,0.041666666666666664,2.553445022226624,10.847898991765234,0.48651650536457747,0.4569960258659855,0.029520479496110297,76.73705017724483,0.0,0.15646182308712644,0.020148610215811262
0.00231666659443376,0.006096000000000001,666.4922279713945,4.999002818098014,0.19994129567146665,0.18636250893487713,0.001333431173880889,0.005757485433220569,0.0003106041815581286,0.0002879728703304794,2.2631311226304416e-05,0.041666666666666664,2.436039091760584,10.51832285032529,0.5674413071787773,0.5260962719581755,0.04134503521814495,76.12063585399906,0.0,0.1642109380767468,0.02557991868347037
0.00260624991873798,0.006858000000000001,673.4242820893796,4.99887394908762,0.23409654133334992,0.2155453696803538,0.0012765057644444169,0.005619858437687197,0.00035924228280058965,0.0003283236633789293,3.091861942031561e-05,0.041666666666666664,2.3125330854797626,10.181002651813834,0.6508076091933818,0.5947950690533328,0.05601254013761277,75.48383087032983,0.0,0.17162813246686784,0.031781080306588556
0.0028958332430421996,0.007620000000000001,680.697752964362,4.998743972464679,0.2706296810539936,0.245966464669575,0.001215617198243344,0.005477939703960129,0.00040994410778262503,0.00036883874714192707,4.1105360639353186e-05,0.041666666666666664,2.1831305931321126,9.837848438085725,0.7362198597286893,0.6623986185632015,0.07382124116307259,74.82929235065723,0.0,0.1784076912085467,0.038677953499180566
0.00318541656734642,0.008382,688.2855197558647,4.998612841004561,0.3095056916463293,0.2774839679283407,0.001150823847256118,0.005332616366555584,0.0004624732798805678,0.0004091037403505865,5.336953952863652e-05,0.041666666666666664,2.0483056081373197,9.491311842123968,0.823137802585183,0.7281474811875083,0.0949903213952811,74.1608433030044,0.0,0.18418320011664582,0.04608750322457732
0.00347499989165064,0.009144000000000003,696.1427036231402,4.99848051347355,0.350578159738129,0.3098882685769548,0.001082369733769785,0.0051850418090511555,0.000516480447628258,0.0004486639623596341,6.781648526727916e-05,0.041666666666666664,1.9088743313398266,9.144373597503735,0.91086829052648,0.7912666942031151,0.11960159632099321,73.48360545474178,0.0,0.18854515453803813,0.05368637465371916
0.0037645832159548596,0.009906000000000002,704.2042910560131,4.998346957510218,0.39355846000561634,0.34289727815139304,0.0010107358999906395,0.005036615579000712,0.0005714954635856551,0.00048706016049528285,8.443530308902755e-05,0.041666666666666664,1.766055557386767,8.800462053239976,0.998572168551765,0.8510386375237597,0.1475335310256558,72.80403142416343,0.0,0.19107593361486183,0.060994086390086945
0.004054166540259079,0.010668,712.3844653367846,4.998212152742996,0.4379918214695391,0.37615929400697684,0.0009366802975507683,0.004888924409070024,0.0006269321566782948,0.000523877944240691,0.00010305421243625909,0.041666666666666664,1.6215011194700844,8.463289366756428,1.0852915306789088,0.9068928590396932,0.1783986716368879,72.1297830447052,0.0,0.1914027945765684,0.067387624848013
0.0043437498645632995,0.011430000000000001,720.5787438941254,4.998076093676392,0.48325111493555667,0.4092665364003251,0.0008612481417740723,0.004743641615557731,0.0006821108940005419,0.0005588032631084894,0.00012330763089070788,0.041666666666666664,1.4772692585808478,8.136604995110119,1.1700013106262646,0.9584959805943909,0.2115053300295674,71.46939748097465,0.0,0.18926301668135864,0.07216246226872457
0.00463333318886752,0.012192000000000001,728.6693479415105,4.997938792130936,0.5285556249434333,0.4417797533582428,0.0007857406250942778,0.004602394352518075,0.0007362995889304047,0.0005916731362884208,0.0001446264526406395,0.041666666666666664,1.3357292136448946,7.823895561763848,1.2516813303513012,1.0058218549849247,0.24585947536409095,70.83175048406432,0.0,0.18456751955278877,0.07464406763874139
0.00492291651317174,0.012954000000000002,736.5340220906893,4.997800278374395,0.5730236030029374,0.47326271672868664,0.0007116273283284377,0.004466621226814289,0.0007887711945478111,0.0006225030507573936,0.00016626814378907317,0.041666666666666664,1.1993824488854534,7.528079504540562,1.3294013443092962,1.049171671371621,0.28022967293540935,70.22533665331062,0.0,0.17744309148742596,0.07433033218605062
0.00521249983747596,0.013716000000000002,744.0568346558706,4.997660600805991,0.615751956719059,0.5033203130640123,0.000640413405468235,0.004337451174105655,0.0008388671884400205,0.0006514811156816096,0.00018738607275706654,0.041666666666666664,1.0706304466081709,7.251264961073974,1.4024015502108769,1.0891332253250081,0.3132683248836213,69.65750804262292,0.0,0.16823548947677608,0.0710239445261662
0.005502083161780179,0.014478000000000001,751.1392485097872,4.997519824019348,0.6559118670318613,0.5316338243660582,0.0005734802216135643,0.004215627615946686,0.0008860563739434304,0.0006789263028337587,0.00020713007110832737,0.041666666666666664,0.9515247575828738,6.994616194499394,1.4701545836211996,1.1264820675120717,0.3436725161068971,69.13379643283002,0.0,0.15746585400151797,0.06490403849183442
0.005791666486084399,0.015240000000000002,757.7088140476742,4.997378025239983,0.6928379812287371,0.557984805924109,0.0005119366979521049,0.00410149792922114,0.0009299746765401818,0.000705219384365802,0.00022475529217303543,0.041666666666666664,0.8435588741528376,6.758364831734865,1.5323933491602888,1.1620461519678542,0.3703471971902191,68.65748551263901,0.0,0.14574980615773575,0.05650360415024404
0.0060812498103886194,0.016002000000000002,763.7235388351143,4.99723528982091,0.7260886539364266,0.5822628926401408,0.0004565189101059557,0.0039950618056270775,0.0009704381544002346,0.0007307285522397584,0.0002397096021591318,0.041666666666666664,0.7475536409484547,6.541948060634492,1.5891008227212748,1.1965742878976042,0.39252653482146904,68.22952496233499,0.0,0.13370304875895608,0.04659892582105761
0.00637083313469284,0.016764,769.1716742333143,4.99709170651432,0.7554678019929042,0.6044586359182614,0.0004075536633451598,0.0038960554305337352,0.0010074310598637691,0.0007557491164060316,0.00025168194345639316,0.041666666666666664,0.6636481779633947,6.3442199647910735,1.640470562366403,1.2306392242523931,0.40983133811182093,67.8487519610952,0.0,0.12185928411736037,0.03605060715500601
0.00666041645899706,0.017526000000000003,774.0673582915183,4.996947363123627,0.7810066008830571,0.624644270376452,0.0003649889985282383,0.0038040491989627194,0.0010410737839607533,0.0007804698997830786,0.00026060388417633044,0.041666666666666664,0.5913903913586787,6.1636875456348275,1.6868481927193668,1.2645926352234247,0.4222555574937639,67.5123535393497,0.0,0.11061951925233098,0.02565115404819102
0.00694999978330128,0.018288000000000006,778.4438491335148,4.996802343088493,0.8029167103437013,0.6429488457826978,0.00032847214942716455,0.0037185355453554867,0.0010715814096378298,0.0008049683020361581,0.00026661310760032754,0.041666666666666664,0.5298894262223384,5.998720652426908,1.728669110284562,1.29857034283417,0.43009876744822345,67.21643259893233,0.0,0.10023732865410342,0.016020125804540753
