case_id,h2_co_molar_ratio,inlet_temperature_c,inlet_pressure_bar_abs,catalyst_space_time_kg_s_mol_co,space_time_multiple_of_experiment1,co_feed_mol_h,h2_feed_mol_h,n2_feed_mol_h,total_feed_mol_h,outlet_co_conversion_pct,outlet_ch4_yield_pct,outlet_pressure_bar_abs,pressure_drop_pa,status,terminal_event,solver_function_evaluations,message
2577,1.4,340.0,7.0,70.2,2.0000000000000004,0.15999999999999998,0.22399999999999995,0.39949999999999997,0.7834999999999999,95.26858897259012,54.87194616293786,6.999999998481898,0.00015181023627519608,completed,,394,The solver successfully reached the end of the integration interval.
2578,1.4,340.0,7.0,80.63862452079185,2.29739670999407,0.13928809012737986,0.1950033261783318,0.3477849500368016,0.6820763663425133,95.73489522475077,55.09156617847392,6.999999998755396,0.0001244604354724288,completed,,386,The solver successfully reached the end of the integration interval.
2579,1.4,340.0,7.0,92.6294553362572,2.6390158215457893,0.12125732532083182,0.16976025544916454,0.302764384160452,0.5937819649304483,96.15796966855437,55.29722668342877,6.999999998974761,0.00010252383071929216,completed,,412,The solver successfully reached the end of the integration interval.
2580,1.4,340.0,7.0,106.40330296902994,3.0314331330207964,0.10556063286183154,0.14778488600656414,0.26357170517688566,0.5169172240452813,96.54004383920025,55.489833460270546,6.999999999151579,8.484208956360817e-05,completed,,402,The solver successfully reached the end of the integration interval.
2581,1.4,340.0,7.0,122.22529908677583,3.4822022531844974,0.09189586839976278,0.1286542157596679,0.2294524964106577,0.45000258057008835,96.88342026368775,55.670275711454245,6.99999999929479,7.052102591842413e-05,completed,,417,The solver successfully reached the end of the integration interval.
2582,1.4,340.0,7.0,140.39999999999998,4.0,0.08,0.11199999999999999,0.19975,0.39175000000000004,97.19044492419384,55.83940844114761,6.999999999411363,5.8863661251962185e-05,completed,,443,The solver successfully reached the end of the integration interval.
2583,1.4,340.0,9.0,8.774999999999999,0.25,1.28,1.7919999999999998,3.196,6.268000000000001,86.47205773856162,51.165772988380766,8.999999960022356,0.003997764433734119,completed,,211,The solver successfully reached the end of the integration interval.
2584,1.4,340.0,9.0,10.07982806509898,0.2871745887492587,1.114304721019039,1.5600266094266546,2.7822796002944132,5.456610930740107,87.80141223792263,51.7074620091566,8.999999969252455,0.0030747544951736927,completed,,219,The solver successfully reached the end of the integration interval.
2585,1.4,340.0,9.0,11.578681917032144,0.32987697769322355,0.9700586025666549,1.3580820435933167,2.4221150732836167,4.750255719443588,89.00483495082383,52.19955942386581,8.999999976281416,0.002371858456172049,completed,,225,The solver successfully reached the end of the integration interval.
2586,1.4,340.0,9.0,13.300412871128742,0.37892914162759955,0.8444850628946523,1.1822790880525131,2.1085736414150853,4.13533779236225,90.09620781463897,52.64833029788315,8.999999981645173,0.0018354826606810093,completed,,231,The solver successfully reached the end of the integration interval.
2587,1.4,340.0,9.0,15.278162385846976,0.43527528164806206,0.7351669471981024,1.0292337260773432,1.835619971285262,3.6000206445607077,91.08703195442612,53.05892276569547,8.99999998574733,0.0014252670807763934,completed,,281,The solver successfully reached the end of the integration interval.
2588,1.4,340.0,9.0,17.549999999999997,0.5,0.64,0.8959999999999999,1.598,3.1340000000000003,91.98692017162807,53.43560612815256,8.999999988892212,0.0011107787722721696,completed,,294,The solver successfully reached the end of the integration interval.
2589,1.4,340.0,9.0,20.159656130197963,0.5743491774985175,0.5571523605095194,0.7800133047133272,1.3911398001472064,2.7283054653700534,92.8039657509953,53.78195760450917,8.99999999130947,0.0008690528338775039,completed,,306,The solver successfully reached the end of the integration interval.
2590,1.4,340.0,9.0,23.157363834064295,0.6597539553864472,0.48502930128332733,0.6790410217966583,1.211057536641808,2.3751278597217933,93.54507136794668,54.101007872935995,8.99999999317271,0.0006827290635555983,completed,,315,The solver successfully reached the end of the integration interval.
2591,1.4,340.0,9.0,26.600825742257484,0.7578582832551991,0.42224253144732615,0.5911395440262566,1.0542868207075426,2.067668896181125,94.21620392170396,54.39535618584287,8.999999994613244,0.0005386755801737309,completed,,326,The solver successfully reached the end of the integration interval.
2592,1.4,340.0,9.0,30.55632477169395,0.8705505632961241,0.3675834735990512,0.5146168630386716,0.917809985642631,1.8000103222803538,94.82260226220318,54.66725943115418,8.99999999573061,0.00042693899013102055,completed,,348,The solver successfully reached the end of the integration interval.
2593,1.4,340.0,9.0,35.099999999999994,1.0,0.32,0.44799999999999995,0.799,1.5670000000000002,95.36894844969785,54.91870296560184,8.99999999660035,0.00033996510319411755,completed,,325,The solver successfully reached the end of the integration interval.
2594,1.4,340.0,9.0,40.31931226039592,1.1486983549970349,0.2785761802547598,0.39000665235666365,0.6955699000736033,1.3641527326850267,95.85953541419894,55.15146699766748,8.999999997279847,0.0002720152260735631,completed,,403,The solver successfully reached the end of the integration interval.
2595,1.4,340.0,9.0,46.3147276681286,1.3195079107728946,0.24251465064166364,0.3395205108983291,0.605528768320904,1.1875639298608966,96.29832623458687,55.36714810389361,8.99999999781282,0.0002187179634347558,completed,,409,The solver successfully reached the end of the integration interval.
2596,1.4,340.0,9.0,53.201651484514976,1.5157165665103984,0.21112126572366305,0.29556977201312823,0.5271434103537712,1.0338344480905626,96.68911100155722,55.56722041095703,8.999999998232607,0.00017673929687589407,completed,,411,The solver successfully reached the end of the integration interval.
2597,1.4,340.0,9.0,61.11264954338791,1.7411011265922485,0.1837917367995256,0.2573084315193358,0.4589049928213155,0.9000051611401769,97.03552719832629,55.75304078107707,8.999999998564702,0.00014352973084896803,completed,,426,The solver successfully reached the end of the integration interval.
2598,1.4,340.0,9.0,70.2,2.0000000000000004,0.15999999999999998,0.22399999999999995,0.39949999999999997,0.7834999999999999,97.34112421337353,55.925873030854504,8.999999998828626,0.00011713732965290546,completed,,410,The solver successfully reached the end of the integration interval.
2599,1.4,340.0,9.0,80.63862452079185,2.29739670999407,0.13928809012737986,0.1950033261783318,0.3477849500368016,0.6820763663425133,97.60937905079564,56.08689582576456,8.999999999039332,9.60667384788394e-05,completed,,394,The solver successfully reached the end of the integration interval.
2600,1.4,340.0,9.0,92.6294553362572,2.6390158215457893,0.12125732532083182,0.16976025544916454,0.302764384160452,0.5937819649304483,97.84373273419241,56.23721957096841,8.999999999208411,7.915892638266087e-05,completed,,398,The solver successfully reached the end of the integration interval.
2601,1.4,340.0,9.0,106.40330296902994,3.0314331330207964,0.10556063286183154,0.14778488600656414,0.26357170517688566,0.5169172240452813,98.04754196762374,56.37787240142713,8.999999999344716,6.55284384265542e-05,completed,,417,The solver successfully reached the end of the integration interval.
2602,1.4,340.0,9.0,122.22529908677583,3.4822022531844974,0.09189586839976278,0.1286542157596679,0.2294524964106577,0.45000258057008835,98.22408374330843,56.50981035893587,8.999999999455156,5.448434967547655e-05,completed,,429,The solver successfully reached the end of the integration interval.
2603,1.4,340.0,9.0,140.39999999999998,4.0,0.08,0.11199999999999999,0.19975,0.39175000000000004,98.37651778279472,56.633913134994486,8.999999999545082,4.5491731725633144e-05,completed,,434,The solver successfully reached the end of the integration interval.
2604,1.4,340.0,12.0,8.774999999999999,0.25,1.28,1.7919999999999998,3.196,6.268000000000001,91.51072294748037,53.23575289428098,11.999999970353683,0.0029646316543221474,completed,,221,The solver successfully reached the end of the integration interval.
2605,1.4,340.0,12.0,10.07982806509898,0.2871745887492587,1.114304721019039,1.5600266094266546,2.7822796002944132,5.456610930740107,92.54261493883499,53.67063953913891,11.999999977196115,0.002280388493090868,completed,,228,The solver successfully reached the end of the integration interval.
2606,1.4,340.0,12.0,11.578681917032144,0.32987697769322355,0.9700586025666549,1.3580820435933167,2.4221150732836167,4.750255719443588,93.44762521460783,54.058744641946774,11.999999982406413,0.0017593586817383766,completed,,234,The solver successfully reached the end of the integration interval.
2607,1.4,340.0,12.0,13.300412871128742,0.37892914162759955,0.8444850628946523,1.1822790880525131,2.1085736414150853,4.13533779236225,94.24162182648683,54.40663809185939,11.999999986382308,0.0013617691583931446,completed,,242,The solver successfully reached the end of the integration interval.
2608,1.4,340.0,12.0,15.278162385846976,0.43527528164806206,0.7351669471981024,1.0292337260773432,1.835619971285262,3.6000206445607077,94.9377779490037,54.719706192205855,11.999999989423225,0.001057677436619997,completed,,261,The solver successfully reached the end of the integration interval.
2609,1.4,340.0,12.0,17.549999999999997,0.5,0.64,0.8959999999999999,1.598,3.1340000000000003,95.54720603517536,55.00242249314894,11.999999991754782,0.0008245217613875866,completed,,283,The solver successfully reached the end of the integration interval.
2610,1.4,340.0,12.0,20.159656130197963,0.5743491774985175,0.5571523605095194,0.7800133047133272,1.3911398001472064,2.7283054653700534,96.07946079616421,55.25856174089091,11.999999993547183,0.0006452817469835281,completed,,295,The solver successfully reached the end of the integration interval.
2611,1.4,340.0,12.0,23.157363834064295,0.6597539553864472,0.48502930128332733,0.6790410217966583,1.211057536641808,2.3751278597217933,96.54289471741014,55.491346019982004,11.99999999492906,0.0005070939660072327,completed,,303,The solver successfully reached the end of the integration interval.
2612,1.4,340.0,12.0,26.600825742257484,0.7578582832551991,0.42224253144732615,0.5911395440262566,1.0542868207075426,2.067668896181125,96.94495345098665,55.703563891705,11.9999999959977,0.00040023005567491055,completed,,314,The solver successfully reached the end of the integration interval.
2613,1.4,340.0,12.0,30.55632477169395,0.8705505632961241,0.3675834735990512,0.5146168630386716,0.917809985642631,1.8000103222803538,97.29238003731415,55.89765483963816,11.999999996826793,0.00031732069328427315,completed,,327,The solver successfully reached the end of the integration interval.
2614,1.4,340.0,12.0,35.099999999999994,1.0,0.32,0.44799999999999995,0.799,1.5670000000000002,97.59135523342425,56.075769177810464,11.99999999747233,0.00025276700034737587,completed,,340,The solver successfully reached the end of the integration interval.
2615,1.4,340.0,12.0,40.31931226039592,1.1486983549970349,0.2785761802547598,0.39000665235666365,0.6955699000736033,1.3641527326850267,97.84758565405377,56.239809938927756,11.999999997976834,0.00020231655798852444,completed,,362,The solver successfully reached the end of the integration interval.
2616,1.4,340.0,12.0,46.3147276681286,1.3195079107728946,0.24251465064166364,0.3395205108983291,0.605528768320904,1.1875639298608966,98.0663613238142,56.391465352983694,11.999999998372674,0.00016273255459964275,completed,,355,The solver successfully reached the end of the integration interval.
2617,1.4,340.0,12.0,53.201651484514976,1.5157165665103984,0.21112126572366305,0.29556977201312823,0.5271434103537712,1.0338344480905626,98.2525775391724,56.53223062571855,11.999999998684558,0.00013154419139027596,completed,,372,The solver successfully reached the end of the integration interval.
2618,1.4,340.0,12.0,61.11264954338791,1.7411011265922485,0.1837917367995256,0.2573084315193358,0.4589049928213155,0.9000051611401769,98.41073694447023,56.6634232153675,11.999999998931365,0.00010686344467103481,completed,,390,The solver successfully reached the end of the integration interval.
2619,1.4,340.0,12.0,70.2,2.0000000000000004,0.15999999999999998,0.22399999999999995,0.39949999999999997,0.7834999999999999,98.54494548522473,56.786197478317526,11.999999999127555,8.72444361448288e-05,completed,,402,The solver successfully reached the end of the integration interval.
2620,1.4,340.0,12.0,80.63862452079185,2.29739670999407,0.13928809012737986,0.1950033261783318,0.3477849500368016,0.6820763663425133,98.65890510123981,56.90155774473816,11.999999999284283,7.157167419791222e-05,completed,,423,The solver successfully reached the end of the integration interval.
2621,1.4,340.0,12.0,92.6294553362572,2.6390158215457893,0.12125732532083182,0.16976025544916454,0.302764384160452,0.5937819649304483,98.75590773527482,57.010370151784294,11.999999999410061,5.8993929997086525e-05,completed,,434,The solver successfully reached the end of the integration interval.
2622,1.4,340.0,12.0,106.40330296902994,3.0314331330207964,0.10556063286183154,0.14778488600656414,0.26357170517688566,0.5169172240452813,98.83883551211402,57.1133747524614,11.999999999511486,4.8851361498236656e-05,completed,,459,The solver successfully reached the end of the integration interval.
2623,1.4,340.0,12.0,122.22529908677583,3.4822022531844974,0.09189586839976278,0.1286542157596679,0.2294524964106577,0.45000258057008835,98.91017902565001,57.21120227782739,11.999999999593706,4.062941297888756e-05,completed,,470,The solver successfully reached the end of the integration interval.
2624,1.4,340.0,12.0,140.39999999999998,4.0,0.08,0.11199999999999999,0.19975,0.39175000000000004,98.97205132363325,57.30438395288052,11.99999999966069,3.393110819160938e-05,completed,,482,The solver successfully reached the end of the integration interval.
2625,1.4,340.0,15.0,8.774999999999999,0.25,1.28,1.7919999999999998,3.196,6.268000000000001,94.43648986589062,54.493401557977414,14.999999976451605,0.0023548395838588476,completed,,236,The solver successfully reached the end of the integration interval.
2626,1.4,340.0,15.0,10.07982806509898,0.2871745887492587,1.114304721019039,1.5600266094266546,2.7822796002944132,5.456610930740107,95.21596985135015,54.84758741914379,14.999999981884905,0.0018115094862878323,completed,,242,The solver successfully reached the end of the integration interval.
2627,1.4,340.0,15.0,11.578681917032144,0.32987697769322355,0.9700586025666549,1.3580820435933167,2.4221150732836167,4.750255719443588,95.87482651389726,55.1588738157969,14.999999986022038,0.0013977962080389261,completed,,250,The solver successfully reached the end of the integration interval.
2628,1.4,340.0,15.0,13.300412871128742,0.37892914162759955,0.8444850628946523,1.1822790880525131,2.1085736414150853,4.13533779236225,96.43106620957607,55.4341706515572,14.999999989179083,0.0010820918250828981,completed,,258,The solver successfully reached the end of the integration interval.
2629,1.4,340.0,15.0,15.278162385846976,0.43527528164806206,0.7351669471981024,1.0292337260773432,1.835619971285262,3.6000206445607077,96.89971064754329,55.6791047717873,14.999999991593858,0.0008406140841543674,completed,,266,The solver successfully reached the end of the integration interval.
2630,1.4,340.0,15.0,17.549999999999997,0.5,0.64,0.8959999999999999,1.598,3.1340000000000003,97.29351412531167,55.898319041380354,14.999999993445545,0.0006554455030709505,completed,,275,The solver successfully reached the end of the integration interval.
2631,1.4,340.0,15.0,20.159656130197963,0.5743491774985175,0.5571523605095194,0.7800133047133272,1.3911398001472064,2.7283054653700534,97.62346328165344,56.09568335496964,14.99999999486925,0.0005130749195814133,completed,,286,The solver successfully reached the end of the integration interval.
2632,1.4,340.0,15.0,23.157363834064295,0.6597539553864472,0.48502930128332733,0.6790410217966583,1.211057536641808,2.3751278597217933,97.89912300594055,56.2744459387881,14.999999995967059,0.00040329410694539547,completed,,299,The solver successfully reached the end of the integration interval.
2633,1.4,340.0,15.0,26.600825742257484,0.7578582832551991,0.42224253144732615,0.5911395440262566,1.0542868207075426,2.067668896181125,98.12887051380382,56.437346167231105,14.999999996816173,0.00031838263384997845,completed,,320,The solver successfully reached the end of the integration interval.
2634,1.4,340.0,15.0,30.55632477169395,0.8705505632961241,0.3675834735990512,0.5146168630386716,0.917809985642631,1.8000103222803538,98.32005378891144,56.58669562352691,14.999999997475129,0.0002524871379137039,completed,,333,The solver successfully reached the end of the integration interval.
2635,1.4,340.0,15.0,35.099999999999994,1.0,0.32,0.44799999999999995,0.799,1.5670000000000002,98.47909646905738,56.724441840426856,14.999999997988299,0.00020117009989917278,completed,,342,The solver successfully reached the end of the integration interval.
2636,1.4,340.0,15.0,40.31931226039592,1.1486983549970349,0.2785761802547598,0.39000665235666365,0.6955699000736033,1.3641527326850267,98.61157720520146,56.85221997002584,14.999999998389429,0.0001610571052879095,completed,,352,The solver successfully reached the end of the integration interval.
2637,1.4,340.0,15.0,46.3147276681286,1.3195079107728946,0.24251465064166364,0.3395205108983291,0.605528768320904,1.1875639298608966,98.7222929206611,56.97139624922488,14.999999998704252,0.00012957467697560787,completed,,361,The solver successfully reached the end of the integration interval.
2638,1.4,340.0,15.0,53.201651484514976,1.5157165665103984,0.21112126572366305,0.29556977201312823,0.5271434103537712,1.0338344480905626,98.81531953817804,57.083106372908034,14.999999998952365,0.00010476354509592056,completed,,379,The solver successfully reached the end of the integration interval.
2639,1.4,340.0,15.0,61.11264954338791,1.7411011265922485,0.1837917367995256,0.2573084315193358,0.4589049928213155,0.9000051611401769,98.89407646755592,57.18829055854192,14.999999999148748,8.512521162629128e-05,completed,,396,The solver successfully reached the end of the integration interval.
2640,1.4,340.0,15.0,70.2,2.0000000000000004,0.15999999999999998,0.22399999999999995,0.39949999999999997,0.7834999999999999,98.96139165660442,57.28772425596957,14.999999999304903,6.950972601771355e-05,completed,,411,The solver successfully reached the end of the integration interval.
2641,1.4,340.0,15.0,80.63862452079185,2.29739670999407,0.13928809012737986,0.1950033261783318,0.3477849500368016,0.6820763663425133,99.01957117983524,57.382045591792,14.999999999429651,5.7034892961382866e-05,completed,,416,The solver successfully reached the end of the integration interval.
2642,1.4,340.0,15.0,92.6294553362572,2.6390158215457893,0.12125732532083182,0.16976025544916454,0.302764384160452,0.5937819649304483,99.07047366007907,57.47178223348761,14.999999999529793,4.702061414718628e-05,completed,,422,The solver successfully reached the end of the integration interval.
2643,1.4,340.0,15.0,106.40330296902994,3.0314331330207964,0.10556063286183154,0.14778488600656414,0.26357170517688566,0.5169172240452813,99.1155740255788,57.557369279271086,14.999999999610585,3.8941390812397e-05,completed,,426,The solver successfully reached the end of the integration interval.
2644,1.4,340.0,15.0,122.22529908677583,3.4822022531844974,0.09189586839976278,0.1286542157596679,0.2294524964106577,0.45000258057008835,99.1560320927248,57.639169666403966,14.999999999676065,3.239349462091923e-05,completed,,447,The solver successfully reached the end of the integration interval.
2645,1.4,340.0,15.0,140.39999999999998,4.0,0.08,0.11199999999999999,0.19975,0.39175000000000004,99.19274850947791,57.717486690374685,14.999999999729411,2.7058878913521767e-05,completed,,454,The solver successfully reached the end of the integration interval.
2646,1.4,350.0,1.0,8.774999999999999,0.25,1.28,1.7919999999999998,3.196,6.268000000000001,30.390815507340967,23.8812818986985,0.9999995884489952,0.041155100479954854,completed,,184,The solver successfully reached the end of the integration interval.
2647,1.4,350.0,1.0,10.07982806509898,0.2871745887492587,1.114304721019039,1.5600266094266546,2.7822796002944132,5.456610930740107,31.978021542637947,24.86467385159281,0.9999996829635823,0.03170364176912699,completed,,193,The solver successfully reached the end of the integration interval.
2648,1.4,350.0,1.0,11.578681917032144,0.32987697769322355,0.9700586025666549,1.3580820435933167,2.4221150732836167,4.750255719443588,33.55657777783889,25.82387762572606,0.9999997551505665,0.024484943351126276,completed,,200,The solver successfully reached the end of the integration interval.
