catalyst_mass_kg,bed_length_m,temperature_k,pressure_bar,co_conversion,methane_yield,flow_CO_mol_s,flow_H2_mol_s,flow_CH4_mol_s,flow_H2O_mol_s,flow_CO2_mol_s,flow_N2_mol_s,concentration_CO_mol_m3,concentration_H2_mol_m3,concentration_CH4_mol_m3,concentration_H2O_mol_m3,concentration_CO2_mol_m3,concentration_N2_mol_m3
0.9773437195267426,0.10287000000000003,784.7109980431424,4.999853367379883,0.9712328023682701,0.8982720947210255,4.794532938621642e-05,0.0022969073726280967,0.001497120157868376,0.0013755189786330982,0.00012160117938698814,0.041666666666666664,0.07816432357982761,3.744602725758064,2.4407254253038517,2.2424814244154696,0.19824400113571264,67.92834375150723
0.9845833026343481,0.10363200000000003,784.4533527568751,4.999852307282761,0.9714151135114959,0.8986468011468399,4.764147748084029e-05,0.00229471318169471,0.0014977446685780667,0.0013764641481471037,0.00012128052058267352,0.041666666666666664,0.07769651740880675,3.742352926427685,2.442609903585021,2.244818513282252,0.19779139055018732,67.95244528962317
0.9918228857419537,0.10439400000000003,784.1959804680303,4.9998512475614625,0.9715963416916681,0.8990203958281126,4.733943051388649e-05,0.00229252459745318,0.0014983673263801876,0.001377407416784392,0.00012095990974750634,0.041666666666666664,0.0772312894950278,3.740109015642713,2.444491610848882,2.247153161824976,0.19733844927141145,67.97653374140619
0.9990624688495591,0.10515600000000003,783.9388812152101,4.999850188215518,0.9717764922187506,0.8993928805795367,4.7039179635415695e-05,0.00229034161665549,0.001498988134299228,0.0013783487817440013,0.00012063935270693699,0.041666666666666664,0.07676862877246408,3.737870998047153,2.4463705470259955,2.249485360178694,0.19688518709489528,68.00060907335738
1.0063020519571646,0.10591800000000003,783.6820550370169,4.99984912924446,0.9719555704027069,0.8997642572158057,4.6740715995488555e-05,0.002288164236053624,0.0014996070953596761,0.0013792882402249708,0.00012031885528641582,0.041666666666666664,0.07630852415218521,3.7356388782730146,2.448246712054803,2.2518150984719867,0.19643161383049695,68.024671251961
1.0135416350647701,0.10668000000000002,783.4255019720528,4.999848070647818,0.9721335815535005,0.9001345275516129,4.644403074416573e-05,0.002285992452399565,0.0015002242125860216,0.0013802257894263389,0.00011999842331139321,0.041666666666666664,0.07585096452237114,3.733412660940273,2.450120105881619,2.2541423668269838,0.1959777393024043,68.0487202436841
1.0207812181723757,0.10744200000000004,783.1692220589199,4.999847012425126,0.9723105309810953,0.9005036934016518,4.614911503150789e-05,0.002283826262445297,0.0015008394890027531,0.001381161426547144,0.0001196780626073195,0.041666666666666664,0.07539593874832665,3.7311923506568525,2.451990728460652,2.256467155359392,0.19552357334911688,68.072756014977
1.0280208012799812,0.10820400000000004,782.9132153362207,4.999845954575912,0.9724864239954546,0.9008717565806159,4.585596000757568e-05,0.002281665662942802,0.0015014529276343599,0.001382095148786425,0.00011935777899964508,0.041666666666666664,0.07494343567249567,3.7289779520185933,2.4538585797540016,2.258789454178517,0.19506912582342784,68.09677853227309
1.0352603843875867,0.10896600000000004,782.6574818425572,4.9998448970997105,0.9726612659065421,0.9012387189031982,4.5564556822429785e-05,0.0022795106506440658,0.0015020645315053304,0.0013830269533432206,0.00011903757831382029,0.041666666666666664,0.07449344411447595,3.7267694696092337,2.4557236597316683,2.261109253387294,0.19461440659240578,68.12078776198909
1.042499967495192,0.10972800000000002,782.4020216165317,4.99984383999605,0.9728350620243215,0.9016045821840925,4.527489662613085e-05,0.00227736122230107,0.001502674303640154,0.0013839568374165692,0.00011871746637529551,0.041666666666666664,0.07404595287103374,3.724566908000375,2.4575859683715646,2.263426543082307,0.1941594255373763,68.14478367052507
1.0497395506027976,0.11049000000000002,782.1468346967465,4.999842783264462,0.9730078176587562,0.9019693482379919,4.498697056873955e-05,0.002275217374665798,0.00150328224706332,0.0013848847982055094,0.00011839744900952109,0.041666666666666664,0.07360095071611855,3.7223702717514615,2.459445505659515,2.265741313353818,0.19370419255390364,68.16876622426447
1.056979133710403,0.11125200000000003,781.8919211218036,4.99984172690448,0.9731795381198101,0.9023330188795899,4.4700769800316525e-05,0.002273079104490234,0.0015038883647993167,0.0013858108329090797,0.0001180775320419474,0.041666666666666664,0.07315842640087834,3.720179565409759,2.4613022715892696,2.2680535542857907,0.1932487175517723,68.19273538957441
1.0642187168180086,0.11201400000000003,781.6372809303056,4.999840670915633,0.9733502287174465,0.90269559592358,4.441628547092245e-05,0.002270946408526362,0.0015044926598726334,0.001386734938726319,0.00011775772129802481,0.041666666666666664,0.07271836865367433,3.717994793510319,2.463156266162504,2.2703632559559166,0.19279301045496824,68.21669113280544
1.0714582999256141,0.11277600000000003,781.3829141608543,4.999839615297454,0.9735198947616293,0.9030570811846552,4.413350873061799e-05,0.0022688192835261635,0.0015050951353077588,0.0013876571128562656,0.00011743802260320367,0.041666666666666664,0.07228076618009652,3.715815960575958,2.465007489388834,2.2726704084356415,0.19233708120166026,68.2406334202919
1.0786978830332197,0.11353800000000004,781.1288208520522,4.999838560049471,0.9736885415623217,0.9034174764775094,4.38524307294638e-05,0.002266697726241624,0.0015056957941291824,0.0013885773524979586,0.00011711844178293436,0.041666666666666664,0.07184560766297875,3.713643071117234,2.4668559412858153,2.2749750017901893,0.19188093974418105,68.26456221835188
1.0859374661408252,0.11430000000000004,780.8750010425014,4.99983750517122,0.9738561744294877,0.9037767836168357,4.357304261752054e-05,0.002264581733424726,0.0015062946393613929,0.001389495654850436,0.00011679898466266723,0.041666666666666664,0.07141288176241445,3.7114761296324166,2.4687016218789566,2.2772770260785897,0.1914245960490088,68.28847749328735
1.0931770492484307,0.11506200000000004,780.6214547708041,4.999836450662229,0.9740227986730906,0.9041350044173274,4.329533554484888e-05,0.002262471301827452,0.0015068916740288792,0.001390412017112737,0.00011647965706785264,0.041666666666666664,0.07098257711577212,3.7093151406074636,2.4705445312017202,2.279576471353702,0.1909680600967473,68.3123792113842
1.100416632356036,0.11582400000000002,780.3681820755626,4.999835396522029,0.9741884196030943,0.904492140693678,4.3019300661509486e-05,0.0022603664282017876,0.0015074869011561301,0.0013913264364838996,0.00011616046482394097,0.041666666666666664,0.07055468233771112,3.7071601085159975,2.472384669295534,2.281873327662242,0.19051134188210783,68.33626733891239
1.1076562154636416,0.11658600000000002,780.1151829953791,4.999834342750152,0.9743530425294622,0.9048481942605809,4.274492911756299e-05,0.0022582671092997142,0.001508080323767635,0.0013922389101629629,0.00011584141375638257,0.041666666666666664,0.07012918602019746,3.7050110378192715,2.4742220362097957,2.284167585044809,0.19005445141388924,68.36014184212598
1.114895798571247,0.11734800000000002,779.8624575688559,4.99983328934613,0.974516672762158,0.9052031669327295,4.247221206307009e-05,0.0022561733418732166,0.0015086719448878826,0.0013931494353489652,0.00011552250969062781,0.041666666666666664,0.06970607673252001,3.7028679329661554,2.47605663200188,2.2864592335359104,0.18959739871495893,68.38400268726326
1.1221353816788526,0.11811000000000003,779.6100058345951,4.999832236309494,0.9746793156111452,0.9055570605248172,4.2201140648091424e-05,0.0022540851226742777,0.001509261767541362,0.0013940580092409456,0.00011520375845212705,0.041666666666666664,0.06928534302130644,3.7007307983931015,2.477888456737147,2.2887482631639897,0.18914019382223363,68.40784984054682
1.1293749647864582,0.11887200000000003,779.3578275726157,4.999831183639842,0.9748409730663034,0.9059098763686337,4.193171155616096e-05,0.002252002446140765,0.001509849793947723,0.0013949646329617367,0.00011488516113769671,0.041666666666666664,0.06886698251898772,3.6985996358239928,2.4797175099049253,2.2910346710774094,0.18868283907667915,68.43168328854482
