total_catalyst_mass_g,conversion_percent,derived_uniform_bed_voidage_percent
83.89525007,99.5548847,68.35
83.99465202,99.55509972,68.3125
84.09405398,99.55531438,68.275
84.19345593,99.55552867,68.2375
84.29285789,99.55574259,68.2
84.39225984,99.55595616,68.1625
84.4916618,99.55616937,68.125
84.59106375,99.55638222,68.0875
84.69046571,99.55659471,68.05
84.78986766,99.55680684,68.0125
84.88926962,99.55701862,67.975
84.98867157,99.55723004,67.9375
85.08807353,99.55744111,67.9
85.18747548,99.55765182,67.8625
85.28687744,99.55786219,67.825
85.38627939,99.5580722,67.7875
85.48568135,99.55828186,67.75
85.5850833,99.55849117,67.7125
85.68448526,99.55870014,67.675
85.78388721,99.55890875,67.6375
85.88328917,99.55911702,67.6
85.98269112,99.55932495,67.5625
86.08209308,99.55953253,67.525
86.18149503,99.55973977,67.4875
86.28089699,99.55994666,67.45
86.38029894,99.56015322,67.4125
86.4797009,99.56035943,67.375
86.57910285,99.56056531,67.3375
86.67850481,99.56077084,67.3
86.77790676,99.56097604,67.2625
86.87730872,99.5611809,67.225
86.97671067,99.56138543,67.1875
87.07611263,99.56158962,67.15
87.17551458,99.56179348,67.1125
87.27491654,99.561997,67.075
87.37431849,99.56220019,67.0375
87.47372045,99.56240305,67
87.5731224,99.56260559,66.9625
87.67252436,99.56280779,66.925
87.77192631,99.56300966,66.8875
87.87132827,99.56321121,66.85
87.97073022,99.56341243,66.8125
88.07013218,99.56361332,66.775
88.16953413,99.56381389,66.7375
88.26893609,99.56401414,66.7
88.36833804,99.56421406,66.6625
88.46774,99.56441366,66.625
88.56714195,99.56461294,66.5875
88.66654391,99.5648119,66.55
88.76594586,99.56501054,66.5125
88.86534782,99.56520886,66.475
88.96474977,99.56540686,66.4375
89.06415173,99.56560455,66.4
89.16355368,99.56580192,66.3625
89.26295564,99.56599897,66.325
89.36235759,99.56619571,66.2875
89.46175955,99.56639214,66.25
89.5611615,99.56658825,66.2125
89.66056346,99.56678405,66.175
89.75996541,99.56697955,66.1375
89.85936737,99.56717473,66.1
89.95876932,99.5673696,66.0625
90.05817128,99.56756416,66.025
90.15757323,99.56775842,65.9875
90.25697519,99.56795237,65.95
90.35637714,99.56814601,65.9125
90.4557791,99.56833935,65.875
90.55518106,99.56853238,65.8375
90.65458301,99.56872512,65.8
90.75398497,99.56891754,65.7625
90.85338692,99.56910967,65.725
90.95278888,99.56930149,65.6875
91.05219083,99.56949302,65.65
91.15159279,99.56968424,65.6125
91.25099474,99.56987517,65.575
91.3503967,99.5700658,65.5375
91.44979865,99.57025613,65.5
91.54920061,99.57044616,65.4625
91.64860256,99.5706359,65.425
91.74800452,99.57082534,65.3875
91.84740647,99.57101449,65.35
91.94680843,99.57120335,65.3125
92.04621038,99.57139191,65.275
92.14561234,99.57158019,65.2375
92.24501429,99.57176817,65.2
92.34441625,99.57195586,65.1625
92.4438182,99.57214326,65.125
92.54322016,99.57233037,65.0875
92.64262211,99.5725172,65.05
92.74202407,99.57270374,65.0125
92.84142602,99.57288999,64.975
92.94082798,99.57307595,64.9375
93.04022993,99.57326164,64.9
93.13963189,99.57344703,64.8625
93.23903384,99.57363215,64.825
93.3384358,99.57381698,64.7875
93.43783775,99.57400153,64.75
93.53723971,99.57418579,64.7125
93.63664166,99.57436978,64.675
93.73604362,99.57455349,64.6375
93.83544557,99.57473691,64.6
93.93484753,99.57492006,64.5625
94.03424948,99.57510294,64.525
94.13365144,99.57528553,64.4875
94.23305339,99.57546785,64.45
94.33245535,99.57564989,64.4125
94.4318573,99.57583166,64.375
94.53125926,99.57601315,64.3375
94.63066121,99.57619437,64.3
94.73006317,99.57637532,64.2625
94.82946512,99.576556,64.225
94.92886708,99.5767364,64.1875
95.02826903,99.57691653,64.15
95.12767099,99.5770964,64.1125
95.22707294,99.57727599,64.075
95.3264749,99.57745532,64.0375
95.42587685,99.57763437,64
95.52527881,99.57781316,63.9625
95.62468076,99.57799169,63.925
95.72408272,99.57816995,63.8875
95.82348467,99.57834794,63.85
95.92288663,99.57852567,63.8125
96.02228858,99.57870313,63.775
96.12169054,99.57888033,63.7375
96.22109249,99.57905727,63.7
96.32049445,99.57923395,63.6625
96.4198964,99.57941036,63.625
96.51929836,99.57958652,63.5875
96.61870031,99.57976241,63.55
96.71810227,99.57993805,63.5125
96.81750422,99.58011343,63.475
96.91690618,99.58028855,63.4375
97.01630813,99.58046341,63.4
97.11571009,99.58063801,63.3625
97.21511204,99.58081236,63.325
97.314514,99.58098645,63.2875
97.41391595,99.58116029,63.25
97.51331791,99.58133387,63.2125
97.61271986,99.5815072,63.175
97.71212182,99.58168028,63.1375
97.81152377,99.58185311,63.1
97.91092573,99.58202568,63.0625
98.01032768,99.582198,63.025
98.10972964,99.58237007,62.9875
98.20913159,99.5825419,62.95
98.30853355,99.58271347,62.9125
98.4079355,99.58288479,62.875
98.50733746,99.58305587,62.8375
98.60673941,99.5832267,62.8
98.70614137,99.58339728,62.7625
98.80554332,99.58356762,62.725
98.90494528,99.58373771,62.6875
99.00434723,99.58390756,62.65
99.10374919,99.58407716,62.6125
99.20315114,99.58424651,62.575
99.3025531,99.58441563,62.5375
99.40195505,99.5845845,62.5
99.50135701,99.58475313,62.4625
99.60075897,99.58492152,62.425
99.70016092,99.58508967,62.3875
99.79956288,99.58525757,62.35
99.89896483,99.58542524,62.3125
99.99836679,99.58559267,62.275
100.0977687,99.58575986,62.2375
100.1971707,99.58592681,62.2
100.2965727,99.58609352,62.1625
100.3959746,99.58626,62.125
100.4953766,99.58642624,62.0875
100.5947785,99.58659225,62.05
100.6941805,99.58675802,62.0125
100.7935824,99.58692356,61.975
100.8929844,99.58708886,61.9375
100.9923863,99.58725393,61.9
101.0917883,99.58741876,61.8625
101.1911902,99.58758337,61.825
101.2905922,99.58774774,61.7875
101.3899942,99.58791188,61.75
101.4893961,99.58807579,61.7125
101.5887981,99.58823947,61.675
101.6882,99.58840292,61.6375
101.787602,99.58856614,61.6
101.8870039,99.58872914,61.5625
101.9864059,99.5888919,61.525
102.0858078,99.58905444,61.4875
102.1852098,99.58921675,61.45
102.2846118,99.58937884,61.4125
102.3840137,99.5895407,61.375
102.4834157,99.58970233,61.3375
102.5828176,99.58986374,61.3
102.6822196,99.59002492,61.2625
102.7816215,99.59018588,61.225
102.8810235,99.59034662,61.1875
102.9804254,99.59050714,61.15
103.0798274,99.59066743,61.1125
103.1792293,99.5908275,61.075
103.2786313,99.59098735,61.0375
103.3780333,99.59114698,61
103.4774352,99.59130639,60.9625
103.5768372,99.59146559,60.925
103.6762391,99.59162456,60.8875
103.7756411,99.59178331,60.85
103.875043,99.59194185,60.8125
103.974445,99.59210017,60.775
104.0738469,99.59225827,60.7375
104.1732489,99.59241615,60.7
104.2726509,99.59257382,60.6625
104.3720528,99.59273128,60.625
104.4714548,99.59288851,60.5875
104.5708567,99.59304554,60.55
104.6702587,99.59320235,60.5125
104.7696606,99.59335895,60.475
104.8690626,99.59351533,60.4375
104.9684645,99.5936715,60.4
105.0678665,99.59382746,60.3625
105.1672684,99.59398321,60.325
105.2666704,99.59413875,60.2875
105.3660724,99.59429407,60.25
105.4654743,99.59444919,60.2125
105.5648763,99.5946041,60.175
105.6642782,99.5947588,60.1375
105.7636802,99.59491328,60.1
105.8630821,99.59506757,60.0625
105.9624841,99.59522164,60.025
106.061886,99.59537551,59.9875
106.161288,99.59552916,59.95
106.26069,99.59568262,59.9125
106.3600919,99.59583587,59.875
106.4594939,99.59598891,59.8375
106.5588958,99.59614175,59.8
106.6582978,99.59629438,59.7625
106.7576997,99.59644681,59.725
106.8571017,99.59659903,59.6875
106.9565036,99.59675106,59.65
107.0559056,99.59690288,59.6125
107.1553075,99.59705449,59.575
107.2547095,99.59720591,59.5375
107.3541115,99.59735713,59.5
107.4535134,99.59750814,59.4625
107.5529154,99.59765896,59.425
107.6523173,99.59780957,59.3875
107.7517193,99.59795999,59.35
107.8511212,99.5981102,59.3125
107.9505232,99.59826022,59.275
108.0499251,99.59841004,59.2375
108.1493271,99.59855967,59.2
108.2487291,99.59870909,59.1625
108.348131,99.59885832,59.125
108.447533,99.59900735,59.0875
108.5469349,99.59915619,59.05
108.6463369,99.59930483,59.0125
108.7457388,99.59945328,58.975
108.8451408,99.59960153,58.9375
108.9445427,99.59974959,58.9
109.0439447,99.59989745,58.8625
109.1433467,99.60004513,58.825
109.2427486,99.6001926,58.7875
109.3421506,99.60033989,58.75
109.4415525,99.60048698,58.7125
109.5409545,99.60063389,58.675
109.6403564,99.6007806,58.6375
109.7397584,99.60092712,58.6
109.8391603,99.60107345,58.5625
109.9385623,99.60121959,58.525
110.0379642,99.60136554,58.4875
110.1373662,99.6015113,58.45
110.2367682,99.60165688,58.4125
110.3361701,99.60180226,58.375
110.4355721,99.60194746,58.3375
110.534974,99.60209247,58.3
110.634376,99.60223729,58.2625
110.7337779,99.60238193,58.225
110.8331799,99.60252638,58.1875
110.9325818,99.60267065,58.15
111.0319838,99.60281473,58.1125
111.1313858,99.60295862,58.075
111.2307877,99.60310233,58.0375
111.3301897,99.60324586,58
111.4295916,99.6033892,57.9625
111.5289936,99.60353236,57.925
111.6283955,99.60367534,57.8875
111.7277975,99.60381813,57.85
111.8271994,99.60396075,57.8125
111.9266014,99.60410318,57.775
112.0260033,99.60424543,57.7375
112.1254053,99.60438749,57.7
112.2248073,99.60452938,57.6625
112.3242092,99.60467109,57.625
112.4236112,99.60481262,57.5875
112.5230131,99.60495397,57.55
112.6224151,99.60509513,57.5125
112.721817,99.60523613,57.475
112.821219,99.60537694,57.4375
112.9206209,99.60551757,57.4
113.0200229,99.60565803,57.3625
113.1194249,99.60579831,57.325
113.2188268,99.60593841,57.2875
113.3182288,99.60607834,57.25
113.4176307,99.60621809,57.2125
113.5170327,99.60635767,57.175
113.6164346,99.60649707,57.1375
113.7158366,99.60663629,57.1
113.8152385,99.60677534,57.0625
113.9146405,99.60691422,57.025
114.0140424,99.60705292,56.9875
114.1134444,99.60719145,56.95
114.2128464,99.60732981,56.9125
114.3122483,99.60746799,56.875
114.4116503,99.60760601,56.8375
114.5110522,99.60774385,56.8
114.6104542,99.60788152,56.7625
114.7098561,99.60801901,56.725
114.8092581,99.60815634,56.6875
114.90866,99.6082935,56.65
115.008062,99.60843048,56.6125
115.107464,99.6085673,56.575
115.2068659,99.60870395,56.5375
115.3062679,99.60884043,56.5
115.4056698,99.60897674,56.4625
115.5050718,99.60911288,56.425
115.6044737,99.60924885,56.3875
115.7038757,99.60938466,56.35
115.8032776,99.60952029,56.3125
115.9026796,99.60965576,56.275
116.0020815,99.60979107,56.2375
116.1014835,99.60992621,56.2
116.2008855,99.61006118,56.1625
116.3002874,99.61019599,56.125
116.3996894,99.61033063,56.0875
116.4990913,99.61046511,56.05
116.5984933,99.61059942,56.0125
116.6978952,99.61073357,55.975
116.7972972,99.61086755,55.9375
116.8966991,99.61100137,55.9
116.9961011,99.61113503,55.8625
117.0955031,99.61126853,55.825
117.194905,99.61140186,55.7875
117.294307,99.61153503,55.75
117.3937089,99.61166804,55.7125
117.4931109,99.61180089,55.675
117.5925128,99.61193358,55.6375
117.6919148,99.6120661,55.6
117.7913167,99.61219847,55.5625
117.8907187,99.61233067,55.525
117.9901207,99.61246272,55.4875
118.0895226,99.61259461,55.45
118.1889246,99.61272633,55.4125
118.2883265,99.6128579,55.375
118.3877285,99.61298931,55.3375
118.4871304,99.61312056,55.3
118.5865324,99.61325166,55.2625
118.6859343,99.61338259,55.225
118.7853363,99.61351337,55.1875
118.8847382,99.61364399,55.15
118.9841402,99.61377446,55.1125
119.0835422,99.61390477,55.075
119.1829441,99.61403492,55.0375
119.2823461,99.61416492,55
119.381748,99.61429476,54.9625
119.48115,99.61442445,54.925
119.5805519,99.61455398,54.8875
119.6799539,99.61468336,54.85
119.7793558,99.61481258,54.8125
119.8787578,99.61494166,54.775
119.9781598,99.61507057,54.7375
120.0775617,99.61519934,54.7
120.1769637,99.61532795,54.6625
120.2763656,99.61545641,54.625
120.3757676,99.61558471,54.5875
120.4751695,99.61571287,54.55
120.5745715,99.61584087,54.5125
120.6739734,99.61596872,54.475
120.7733754,99.61609642,54.4375
120.8727773,99.61622397,54.4
120.9721793,99.61635137,54.3625
121.0715813,99.61647862,54.325
121.1709832,99.61660572,54.2875
121.2703852,99.61673268,54.25
121.3697871,99.61685948,54.2125
121.4691891,99.61698613,54.175
121.568591,99.61711263,54.1375
121.667993,99.61723899,54.1
121.7673949,99.6173652,54.0625
121.8667969,99.61749126,54.025
121.9661989,99.61761717,53.9875
122.0656008,99.61774294,53.95
122.1650028,99.61786856,53.9125
122.2644047,99.61799403,53.875
122.3638067,99.61811935,53.8375
122.4632086,99.61824453,53.8
122.5626106,99.61836957,53.7625
122.6620125,99.61849446,53.725
122.7614145,99.6186192,53.6875
122.8608164,99.6187438,53.65
122.9602184,99.61886825,53.6125
123.0596204,99.61899256,53.575
123.1590223,99.61911673,53.5375
123.2584243,99.61924075,53.5
123.3578262,99.61936463,53.4625
123.4572282,99.61948837,53.425
123.5566301,99.61961196,53.3875
123.6560321,99.61973541,53.35
123.755434,99.61985872,53.3125
123.854836,99.61998189,53.275
123.954238,99.62010491,53.2375
124.0536399,99.6202278,53.2
124.1530419,99.62035054,53.1625
124.2524438,99.62047314,53.125
124.3518458,99.6205956,53.0875
124.4512477,99.62071792,53.05
124.5506497,99.6208401,53.0125
124.6500516,99.62096215,52.975
124.7494536,99.62108405,52.9375
124.8488555,99.62120581,52.9
124.9482575,99.62132743,52.8625
125.0476595,99.62144892,52.825
125.1470614,99.62157026,52.7875
125.2464634,99.62169147,52.75
125.3458653,99.62181254,52.7125
125.4452673,99.62193348,52.675
125.5446692,99.62205427,52.6375
125.6440712,99.62217493,52.6
125.7434731,99.62229545,52.5625
125.8428751,99.62241583,52.525
125.9422771,99.62253608,52.4875
126.041679,99.6226562,52.45
126.141081,99.62277617,52.4125
126.2404829,99.62289601,52.375
126.3398849,99.62301572,52.3375
126.4392868,99.62313529,52.3
126.5386888,99.62325472,52.2625
126.6380907,99.62337403,52.225
126.7374927,99.62349319,52.1875
126.8368947,99.62361223,52.15
126.9362966,99.62373112,52.1125
127.0356986,99.62384989,52.075
127.1351005,99.62396852,52.0375
127.2345025,99.62408702,52
127.3339044,99.62420539,51.9625
127.4333064,99.62432362,51.925
127.5327083,99.62444173,51.8875
127.6321103,99.6245597,51.85
127.7315122,99.62467753,51.8125
127.8309142,99.62479524,51.775
127.9303162,99.62491282,51.7375
128.0297181,99.62503026,51.7
128.1291201,99.62514758,51.6625
128.228522,99.62526476,51.625
128.327924,99.62538181,51.5875
128.4273259,99.62549874,51.55
128.5267279,99.62561553,51.5125
128.6261298,99.6257322,51.475
128.7255318,99.62584873,51.4375
128.8249338,99.62596514,51.4
128.9243357,99.62608142,51.3625
129.0237377,99.62619757,51.325
129.1231396,99.62631359,51.2875
129.2225416,99.62642948,51.25
129.3219435,99.62654525,51.2125
129.4213455,99.62666088,51.175
129.5207474,99.62677639,51.1375
129.6201494,99.62689178,51.1
129.7195513,99.62700703,51.0625
129.8189533,99.62712216,51.025
129.9183553,99.62723717,50.9875
130.0177572,99.62735204,50.95
130.1171592,99.6274668,50.9125
130.2165611,99.62758142,50.875
130.3159631,99.62769592,50.8375
130.415365,99.6278103,50.8
130.514767,99.62792455,50.7625
130.6141689,99.62803867,50.725
130.7135709,99.62815267,50.6875
130.8129729,99.62826655,50.65
130.9123748,99.6283803,50.6125
131.0117768,99.62849393,50.575
131.1111787,99.62860743,50.5375
131.2105807,99.62872082,50.5
131.3099826,99.62883407,50.4625
131.4093846,99.62894721,50.425
131.5087865,99.62906022,50.3875
131.6081885,99.62917311,50.35
131.7075904,99.62928588,50.3125
131.8069924,99.62939853,50.275
131.9063944,99.62951105,50.2375
132.0057963,99.62962345,50.2
132.1051983,99.62973574,50.1625
132.2046002,99.6298479,50.125
132.3040022,99.62995994,50.0875
132.4034041,99.63007186,50.05
132.5028061,99.63018365,50.0125
132.602208,99.63029533,49.975
132.70161,99.63040689,49.9375
132.801012,99.63051833,49.9
132.9004139,99.63062965,49.8625
132.9998159,99.63074085,49.825
133.0992178,99.63085193,49.7875
133.1986198,99.63096289,49.75
133.2980217,99.63107374,49.7125
133.3974237,99.63118446,49.675
133.4968256,99.63129507,49.6375
133.5962276,99.63140556,49.6
133.6956295,99.63151593,49.5625
133.7950315,99.63162618,49.525
133.8944335,99.63173631,49.4875
133.9938354,99.63184633,49.45
134.0932374,99.63195623,49.4125
134.1926393,99.63206602,49.375
134.2920413,99.63217569,49.3375
134.3914432,99.63228524,49.3
134.4908452,99.63239467,49.2625
134.5902471,99.63250399,49.225
134.6896491,99.63261319,49.1875
134.7890511,99.63272228,49.15
134.888453,99.63283126,49.1125
134.987855,99.63294011,49.075
135.0872569,99.63304886,49.0375
135.1866589,99.63315748,49
135.2860608,99.633266,48.9625
135.3854628,99.6333744,48.925
135.4848647,99.63348268,48.8875
135.5842667,99.63359085,48.85
135.6836687,99.63369891,48.8125
135.7830706,99.63380685,48.775
135.8824726,99.63391469,48.7375
135.9818745,99.6340224,48.7
136.0812765,99.63413001,48.6625
136.1806784,99.6342375,48.625
136.2800804,99.63434488,48.5875
136.3794823,99.63445215,48.55
136.4788843,99.6345593,48.5125
136.5782862,99.63466635,48.475
136.6776882,99.63477328,48.4375
136.7770902,99.6348801,48.4
136.8764921,99.63498681,48.3625
136.9758941,99.63509341,48.325
137.075296,99.6351999,48.2875
137.174698,99.63530627,48.25
137.2740999,99.63541254,48.2125
137.3735019,99.6355187,48.175
137.4729038,99.63562474,48.1375
137.5723058,99.63573068,48.1
137.6717078,99.6358365,48.0625
137.7711097,99.63594222,48.025
137.8705117,99.63604783,47.9875
137.9699136,99.63615333,47.95
138.0693156,99.63625872,47.9125
138.1687175,99.636364,47.875
138.2681195,99.63646917,47.8375
138.3675214,99.63657423,47.8
138.4669234,99.63667919,47.7625
138.5663253,99.63678404,47.725
138.6657273,99.63688878,47.6875
138.7651293,99.63699341,47.65
138.8645312,99.63709793,47.6125
138.9639332,99.63720235,47.575
139.0633351,99.63730666,47.5375
139.1627371,99.63741086,47.5
139.262139,99.63751496,47.4625
139.361541,99.63761895,47.425
139.4609429,99.63772283,47.3875
139.5603449,99.63782661,47.35
139.6597469,99.63793028,47.3125
139.7591488,99.63803385,47.275
139.8585508,99.63813731,47.2375
139.9579527,99.63824066,47.2
140.0573547,99.63834391,47.1625
140.1567566,99.63844706,47.125
140.2561586,99.6385501,47.0875
140.3555605,99.63865303,47.05
140.4549625,99.63875587,47.0125
140.5543644,99.63885859,46.975
140.6537664,99.63896121,46.9375
140.7531684,99.63906373,46.9
140.8525703,99.63916615,46.8625
140.9519723,99.63926846,46.825
141.0513742,99.63937067,46.7875
141.1507762,99.63947277,46.75
141.2501781,99.63957477,46.7125
141.3495801,99.63967667,46.675
141.448982,99.63977847,46.6375
141.548384,99.63988016,46.6
141.647786,99.63998175,46.5625
141.7471879,99.64008324,46.525
141.8465899,99.64018463,46.4875
141.9459918,99.64028591,46.45
142.0453938,99.6403871,46.4125
142.1447957,99.64048818,46.375
142.2441977,99.64058916,46.3375
142.3435996,99.64069004,46.3
142.4430016,99.64079082,46.2625
142.5424035,99.6408915,46.225
142.6418055,99.64099207,46.1875
142.7412075,99.64109255,46.15
142.8406094,99.64119293,46.1125
142.9400114,99.6412932,46.075
143.0394133,99.64139338,46.0375
143.1388153,99.64149345,46
143.2382172,99.64159343,45.9625
143.3376192,99.64169331,45.925
143.4370211,99.64179309,45.8875
143.5364231,99.64189277,45.85
143.6358251,99.64199235,45.8125
143.735227,99.64209183,45.775
143.834629,99.64219121,45.7375
143.9340309,99.64229049,45.7
144.0334329,99.64238968,45.6625
144.1328348,99.64248877,45.625
144.2322368,99.64258776,45.5875
144.3316387,99.64268665,45.55
144.4310407,99.64278544,45.5125
144.5304426,99.64288414,45.475
144.6298446,99.64298274,45.4375
144.7292466,99.64308125,45.4
144.8286485,99.64317965,45.3625
144.9280505,99.64327796,45.325
145.0274524,99.64337617,45.2875
145.1268544,99.64347429,45.25
145.2262563,99.64357231,45.2125
145.3256583,99.64367023,45.175
145.4250602,99.64376806,45.1375
145.5244622,99.64386579,45.1
145.6238642,99.64396343,45.0625
145.7232661,99.64406097,45.025
145.8226681,99.64415841,44.9875
145.92207,99.64425576,44.95
146.021472,99.64435302,44.9125
146.1208739,99.64445018,44.875
146.2202759,99.64454724,44.8375
146.3196778,99.64464421,44.8
146.4190798,99.64474109,44.7625
146.5184818,99.64483787,44.725
146.6178837,99.64493456,44.6875
146.7172857,99.64503116,44.65
146.8166876,99.64512766,44.6125
146.9160896,99.64522406,44.575
147.0154915,99.64532037,44.5375
147.1148935,99.64541659,44.5
147.2142954,99.64551272,44.4625
147.3136974,99.64560875,44.425
147.4130993,99.6457047,44.3875
147.5125013,99.64580054,44.35
147.6119033,99.6458963,44.3125
147.7113052,99.64599196,44.275
147.8107072,99.64608753,44.2375
147.9101091,99.64618301,44.2
148.0095111,99.6462784,44.1625
148.108913,99.64637369,44.125
148.208315,99.64646889,44.0875
148.3077169,99.64656401,44.05
148.4071189,99.64665903,44.0125
148.5065209,99.64675396,43.975
148.6059228,99.64684879,43.9375
148.7053248,99.64694354,43.9
148.8047267,99.6470382,43.8625
148.9041287,99.64713276,43.825
149.0035306,99.64722724,43.7875
149.1029326,99.64732163,43.75
149.2023345,99.64741592,43.7125
149.3017365,99.64751013,43.675
149.4011384,99.64760424,43.6375
149.5005404,99.64769827,43.6
149.5999424,99.6477922,43.5625
149.6993443,99.64788605,43.525
149.7987463,99.64797981,43.4875
149.8981482,99.64807347,43.45
149.9975502,99.64816705,43.4125
150.0969521,99.64826054,43.375
150.1963541,99.64835394,43.3375
150.295756,99.64844726,43.3
150.395158,99.64854048,43.2625
150.49456,99.64863362,43.225
150.5939619,99.64872667,43.1875
150.6933639,99.64881962,43.15
150.7927658,99.6489125,43.1125
150.8921678,99.64900528,43.075
150.9915697,99.64909798,43.0375
151.0909717,99.64919059,43
151.1903736,99.64928311,42.9625
151.2897756,99.64937554,42.925
151.3891775,99.64946789,42.8875
151.4885795,99.64956015,42.85
151.5879815,99.64965232,42.8125
151.6873834,99.64974441,42.775
151.7867854,99.64983641,42.7375
151.8861873,99.64992833,42.7
151.9855893,99.65002015,42.6625
152.0849912,99.6501119,42.625
152.1843932,99.65020355,42.5875
152.2837951,99.65029512,42.55
152.3831971,99.65038661,42.5125
152.4825991,99.65047801,42.475
152.582001,99.65056932,42.4375
152.681403,99.65066055,42.4
152.7808049,99.65075169,42.3625
152.8802069,99.65084275,42.325
152.9796088,99.65093372,42.2875
153.0790108,99.65102461,42.25
153.1784127,99.65111542,42.2125
153.2778147,99.65120614,42.175
153.3772166,99.65129677,42.1375
153.4766186,99.65138733,42.1
153.5760206,99.65147779,42.0625
153.6754225,99.65156818,42.025
153.7748245,99.65165848,41.9875
153.8742264,99.65174869,41.95
153.9736284,99.65183883,41.9125
154.0730303,99.65192888,41.875
154.1724323,99.65201884,41.8375
154.2718342,99.65210873,41.8
154.3712362,99.65219853,41.7625
154.4706382,99.65228824,41.725
154.5700401,99.65237788,41.6875
154.6694421,99.65246743,41.65
154.768844,99.6525569,41.6125
154.868246,99.65264629,41.575
154.9676479,99.65273559,41.5375
155.0670499,99.65282482,41.5
155.1664518,99.65291396,41.4625
155.2658538,99.65300302,41.425
155.3652558,99.65309199,41.3875
155.4646577,99.65318089,41.35
155.5640597,99.6532697,41.3125
155.6634616,99.65335844,41.275
155.7628636,99.65344709,41.2375
155.8622655,99.65353566,41.2
155.9616675,99.65362415,41.1625
156.0610694,99.65371256,41.125
156.1604714,99.65380088,41.0875
156.2598733,99.65388913,41.05
156.3592753,99.6539773,41.0125
156.4586773,99.65406539,40.975
156.5580792,99.65415339,40.9375
156.6574812,99.65424132,40.9
156.7568831,99.65432917,40.8625
156.8562851,99.65441693,40.825
156.955687,99.65450462,40.7875
157.055089,99.65459223,40.75
157.1544909,99.65467976,40.7125
157.2538929,99.6547672,40.675
157.3532949,99.65485457,40.6375
157.4526968,99.65494187,40.6
157.5520988,99.65502908,40.5625
157.6515007,99.65511621,40.525
157.7509027,99.65520326,40.4875
157.8503046,99.65529024,40.45
157.9497066,99.65537714,40.4125
158.0491085,99.65546396,40.375
158.1485105,99.6555507,40.3375
158.2479124,99.65563736,40.3
158.3473144,99.65572394,40.2625
158.4467164,99.65581045,40.225
158.5461183,99.65589688,40.1875
158.6455203,99.65598323,40.15
158.7449222,99.6560695,40.1125
158.8443242,99.6561557,40.075
158.9437261,99.65624182,40.0375
159.0431281,99.65632786,40
