h2_co_molar_ratio,inlet_temperature_c,inlet_pressure_bar_abs,catalyst_space_time_kg_s_mol_co,co_feed_mol_h,h2_feed_mol_h,n2_feed_mol_h,outlet_co_conversion_pct,outlet_ch4_yield_pct,outlet_pressure_bar_abs,pressure_drop_pa,status,terminal_event,solver_function_evaluations,message
3.4000000000000004,300.0,1.0,35.099999999999994,0.32,1.088,0.799,52.42026577435542,45.011120380577125,0.9999999522882443,0.0047711755614727736,completed,,160,The solver successfully reached the end of the integration interval.
3.8000000000000003,300.0,1.0,35.099999999999994,0.32,1.2160000000000002,0.799,54.15955753202262,47.03759294842141,0.9999999491485377,0.005085146229248494,completed,,155,The solver successfully reached the end of the integration interval.
4.2,300.0,1.0,35.099999999999994,0.32,1.344,0.799,55.283741036766145,48.530004124872235,0.9999999459350265,0.005406497351941653,completed,,156,The solver successfully reached the end of the integration interval.
4.6,300.0,1.0,35.099999999999994,0.32,1.472,0.799,55.92557091017595,49.58116322407297,0.9999999426574293,0.005734257065341808,completed,,142,The solver successfully reached the end of the integration interval.
5.0,300.0,1.0,35.099999999999994,0.32,1.6,0.799,56.19505206390794,50.27335321760259,0.9999999393236632,0.006067633687052876,completed,,124,The solver successfully reached the end of the integration interval.
1.0,310.0,1.0,35.099999999999994,0.32,0.32,0.799,23.446141714193214,18.527307039934072,0.9999999685450975,0.0031454902491532266,completed,,261,The solver successfully reached the end of the integration interval.
1.4,310.0,1.0,35.099999999999994,0.32,0.44799999999999995,0.799,32.58767880663168,25.806207062892533,0.9999999661495134,0.003385048665222712,completed,,250,The solver successfully reached the end of the integration interval.
1.8,310.0,1.0,35.099999999999994,0.32,0.5760000000000001,0.799,40.50907684441246,32.32698674830316,0.999999963610667,0.003638933296315372,completed,,225,The solver successfully reached the end of the integration interval.
2.2,310.0,1.0,35.099999999999994,0.32,0.7040000000000001,0.799,47.08912040516224,37.98600292057834,0.999999960927696,0.0039072303916327655,completed,,220,The solver successfully reached the end of the integration interval.
2.6,310.0,1.0,35.099999999999994,0.32,0.8320000000000001,0.799,52.34951071630773,42.758797682230835,0.99999995810829,0.004189170998870395,completed,,167,The solver successfully reached the end of the integration interval.
2.9968749999999997,310.0,1.0,35.099999999999994,0.32,0.959,0.799,56.37538091488683,46.651220997877644,0.9999999551881142,0.004481188574573025,completed,,157,The solver successfully reached the end of the integration interval.
3.0,310.0,1.0,35.099999999999994,0.32,0.96,0.799,56.402767022274716,46.67870825665739,0.9999999551646711,0.004483532888116315,completed,,157,The solver successfully reached the end of the integration interval.
3.4000000000000004,310.0,1.0,35.099999999999994,0.32,1.088,0.799,59.410492786125346,49.81829795814185,0.999999952110872,0.0047889128036331385,completed,,194,The solver successfully reached the end of the integration interval.
3.8000000000000003,310.0,1.0,35.099999999999994,0.32,1.2160000000000002,0.799,61.54949258376061,52.271404645895295,0.9999999489608526,0.005103914736537263,completed,,160,The solver successfully reached the end of the integration interval.
4.2,310.0,1.0,35.099999999999994,0.32,1.344,0.799,62.988473565075175,54.138314446575095,0.999999945727366,0.005427263400633819,completed,,136,The solver successfully reached the end of the integration interval.
4.6,310.0,1.0,35.099999999999994,0.32,1.472,0.799,63.87543122772381,55.51521635536789,0.999999942421422,0.00575785779801663,completed,,166,The solver successfully reached the end of the integration interval.
5.0,310.0,1.0,35.099999999999994,0.32,1.6,0.799,64.33348528590327,56.488558504991545,0.9999999390521828,0.006094781725551002,completed,,149,The solver successfully reached the end of the integration interval.
1.0,340.0,1.0,35.099999999999994,0.32,0.32,0.799,30.4378150987397,22.220379783883136,0.9999999675167318,0.0032483268150826916,completed,,310,The solver successfully reached the end of the integration interval.
1.4,340.0,1.0,35.099999999999994,0.32,0.44799999999999995,0.799,42.47092073169079,31.081118922855726,0.9999999652652471,0.003473475284408778,completed,,297,The solver successfully reached the end of the integration interval.
1.8,340.0,1.0,35.099999999999994,0.32,0.5760000000000001,0.799,52.95930331794978,39.134870681777265,0.9999999628563708,0.003714362916070968,completed,,257,The solver successfully reached the end of the integration interval.
2.2,340.0,1.0,35.099999999999994,0.32,0.7040000000000001,0.799,61.67486617488818,46.227254506530066,0.9999999602792554,0.00397207445348613,completed,,227,The solver successfully reached the end of the integration interval.
2.6,340.0,1.0,35.099999999999994,0.32,0.8320000000000001,0.799,68.6051911091371,52.29923030567908,0.9999999575354503,0.004246454962412827,completed,,217,The solver successfully reached the end of the integration interval.
2.9968749999999997,340.0,1.0,35.099999999999994,0.32,0.959,0.799,73.86329318597444,57.336132278712206,0.9999999546580738,0.004534192616119981,completed,,204,The solver successfully reached the end of the integration interval.
3.0,340.0,1.0,35.099999999999994,0.32,0.96,0.799,73.89890394434545,57.372072194410805,0.9999999546348416,0.004536515843938105,completed,,203,The solver successfully reached the end of the integration interval.
3.4000000000000004,340.0,1.0,35.099999999999994,0.32,1.088,0.799,77.80177243943145,61.52719927844036,0.99999995159219,0.004840780995436944,completed,,190,The solver successfully reached the end of the integration interval.
3.8000000000000003,340.0,1.0,35.099999999999994,0.32,1.2160000000000002,0.799,80.59042575203328,64.87988156023778,0.9999999484241184,0.005157588151632808,completed,,182,The solver successfully reached the end of the integration interval.
